String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"<b>Boast, R.; Makgill, R.</b> (2011). Marine and coastal area act: demystifying the hype. New Zealand Law Society, Family Law Section and Property Law Section: New Zealand.  64 pp.","Boast, R.; Makgill, R.",2011,Marine and coastal area act: demystifying the hype,,,"New Zealand Law Society, Family Law Section and Property Law Section",New Zealand,,,64
"<b>Boeckx, L.; Taverniers, E.; Deschamps, M.; Verwaest, T.; Mostaert, F.</b> (2015). Stormrapport: stormtij Zeescheldebekken 22 oktober 2014. Versie 4.0. <i>WL Rapporten</i>, 00_119. Waterbouwkundig Laboratorium: Antwerpen. III, 14 + 1 p. bijl. pp.","Boeckx, L.; Taverniers, E.; Deschamps, M.; Verwaest, T.; Mostaert, F.",2015,Stormrapport: stormtij Zeescheldebekken 22 oktober 2014,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,00_119,,"III, 14 + 1 p. bijl."
"<b>Bolhuis, H.; Cretoiu, M.S.</b> (2016). What is so special about marine microorganisms? Introduction to the marine microbiome - from diversity to biotechnological potential, <b><i>in</i></b>: Stal, L.J. <i>et al.</i> (Ed.) <i>The marine microbiome. An untapped source of biodiversity and biotechnological potential.</i> pp. 3-20. <a href=""http://dx.doi.org/10.1007/978-3-319-33000-6_1"" target=""_blank"">dx.doi.org/10.1007/978-3-319-33000-6_1</a>","Bolhuis, H.; Cretoiu, M.S.",2016,What is so special about marine microorganisms? Introduction to the marine microbiome - from diversity to biotechnological potential,The marine microbiome. An untapped source of biodiversity and biotechnological potential,,,,,,3-20
"<b>Bolhuis, H.; Fillinger, L.; Stal, L.J.</b> (2013). Coastal Microbial Mat Diversity along a Natural Salinity Gradient. <i>PLoS One 8(5)</i>. <a href=""http://dx.doi.org/10.1371/journal.pone.0063166"" target=""_blank"">dx.doi.org/10.1371/journal.pone.0063166</a>","Bolhuis, H.; Fillinger, L.; Stal, L.J.",2013,Coastal Microbial Mat Diversity along a Natural Salinity Gradient,,PLoS One,,,8,5,
"<b>Bongers, T.</b> (1978). Het geslacht <i>Leptosomatum</i> (Nematoda). <i>Het Zeepaard 38(2)</i>: 40-42","Bongers, T.",1978,Het geslacht <i>Leptosomatum</i> (Nematoda),,Het Zeepaard,,,38,2,40-42
"<b>Bonnet, L.</b> (1923). Iets over de Zeeschelde en hare overstromingen in het verleden. <i>De technische gids 4(9)</i>: 273-283","Bonnet, L.",1923,Iets over de Zeeschelde en hare overstromingen in het verleden,,De technische gids,,,4,9,273-283
"<b>Bossanyi, J.</b> (1967). The marine fauna of the Cullercoats district. 4b. Arthropoda 3a. Crustacea; Branchiopoda, <b><i>in</i></b>: <i>The marine fauna of the Cullercoats district. 4. Report of the Dove Marine Laboratory,</i> Third Series(16): pp. 33-38","Bossanyi, J.",1967,The marine fauna of the Cullercoats district. 4b. Arthropoda 3a. Crustacea; Branchiopoda,The marine fauna of the Cullercoats district. 4,Report of the Dove Marine Laboratory,,,,,33-38
"<b>Botwe, B.O.; De Schamphelaere, K.; Schipper, C.A.; Teuchies, J.; Blust, R.; Nyarko, E.; Lens, P.N.L.</b> (2017). Integrated hazard, risk and impact assessment of tropical marine sediments from Tema Harbour (Ghana). <i>Chemosphere 177</i>: 24-34. <a href=""https://hdl.handle.net/10.1016/j.chemosphere.2017.02.138"" target=""_blank"">https://hdl.handle.net/10.1016/j.chemosphere.2017.02.138</a>","Botwe, B.O.; De Schamphelaere, K.; Schipper, C.A.; Teuchies, J.; Blust, R.; Nyarko, E.; Lens, P.N.L.",2017,"Integrated hazard, risk and impact assessment of tropical marine sediments from Tema Harbour (Ghana)",,Chemosphere,,,177,,24-34
"<b>Boudry, P.; Degrémont, L.; Haffray, P.</b> (2008). The genetic basis of summer mortality in Pacific oyster spat and potential for improving survival by selective breeding in France, <b><i>in</i></b>: Samain, J.F. <i>et al.</i> (Ed.) <i>Summer mortality Pacific oyster <i>Crassostrea gigas</i>: The Morest Project. Synthèses,</i> : pp. 153-196","Boudry, P.; Degrémont, L.; Haffray, P.",2008,The genetic basis of summer mortality in Pacific oyster spat and potential for improving survival by selective breeding in France,Summer mortality Pacific oyster <i>Crassostrea gigas</i>: The Morest Project,Synthèses,,,,,153-196
"<b>Bowden, K.F.</b> (1972). Measurements of diffusion in the sea, <b><i>in</i></b>: Nihoul, J.C.J. (Ed.) <i>Third Liège Colloquium on Ocean Hydrodynamics, University of Liège, 3-8 May 1971. Mémoires de la Société Royale des Sciences de Liège. Sixième Série,</i> II: pp. 79-89","Bowden, K.F.",1972,Measurements of diffusion in the sea,"Third Liège Colloquium on Ocean Hydrodynamics, University of Liège, 3-8 May 1971",Mémoires de la Société Royale des Sciences de Liège. Sixième Série,,,,,79-89
"<b>Boyd, S.E.; Brown, C.; Schratzberger, M.</b> (2002). Future developments, <b><i>in</i></b>: Boyd, S.E. <i>Guidelines for the conduct of benthic studies at aggregate dredging sites.</i> pp. 92-94","Boyd, S.E.; Brown, C.; Schratzberger, M.",2002,Future developments,Guidelines for the conduct of benthic studies at aggregate dredging sites,,,,,,92-94
"<b>Bremer, J.</b> (2006). Klimaat in de 21e eeuw: vier scenario's voor Nederland. Koninklijk Nederlands Meteorologisch Instituut (KNMI): De Bilt.  16 pp.","Bremer, J.",2006,Klimaat in de 21e eeuw: vier scenario's voor Nederland,,,Koninklijk Nederlands Meteorologisch Instituut (KNMI),De Bilt,,,16
"<b>Brito, C.; Vieira, N.</b> (2016). A sea-change in the sea? Perceptions and practices towards sea turtles and manatees in Portugal’s Atlantic Ocean legacy, <b><i>in</i></b>: Schwerdtner Máñez, K <i>et al.</i> (Ed.) <i>Perspectives on oceans past: A handbook on marine environmental history .</i> pp. 175-191. <a href=""https://hdl.handle.net/10.1007/978-94-017-7496-3_10"" target=""_blank"">https://hdl.handle.net/10.1007/978-94-017-7496-3_10</a>","Brito, C.; Vieira, N.",2016,A sea-change in the sea? Perceptions and practices towards sea turtles and manatees in Portugal’s Atlantic Ocean legacy,Perspectives on oceans past: A handbook on marine environmental history,,,,,,175-191
"<b>Brouwer, K.</b> (2003). Kaneel, cassia, kardemom... Vraag en aanbod op de Mukhâwi markt voor kleine specerijen in de vroege zeventiende eeuw, naar Nederlandse documenten, <b><i>in</i></b>: Akveld, L. <i>et al.</i> (Ed.) <i>In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden.</i> pp. 141-162","Brouwer, K.",2003,"Kaneel, cassia, kardemom... Vraag en aanbod op de Mukhâwi markt voor kleine specerijen in de vroege zeventiende eeuw, naar Nederlandse documenten",In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden,,,,,,141-162
"<b>Brown, S.; Nicholls, R.; Vafeidis, A.; Hinkel, J.; Watkiss, P.</b> (2011). The impacts and economic costs of sea-level rise on coastal zones in the EU and the costs and benefits of adaptation. Summary of sector results from the ClimateCost project, funded by the European Community’s Seventh Framework Programme. Stockholm Environment Institute: Sweden. ISBN 978-91-86125-35-6. 43 pp.","Brown, S.; Nicholls, R.; Vafeidis, A.; Hinkel, J.; Watkiss, P.",2011,"The impacts and economic costs of sea-level rise on coastal zones in the EU and the costs and benefits of adaptation. Summary of sector results from the ClimateCost project, funded by the European Community’s Seventh Framework Programme",,,Stockholm Environment Institute,Sweden,,,43
"<b>Bruntse, G.; Tendal, O.S.</b> (2006). <i>Lophelia pertusa</i> and other cold water corals in the Faroe area, <b><i>in</i></b>: Bruntse, G. <i>et al.</i> (Ed.) (2001). <i>Marine biological investigations and assemblages of benthic invertebrates from the Faroe Islands.</i> pp. 22-32","Bruntse, G.; Tendal, O.S.",2006,<i>Lophelia pertusa</i> and other cold water corals in the Faroe area,Marine biological investigations and assemblages of benthic invertebrates from the Faroe Islands,,,,,,22-32
"<b>Bruyninckx, B.</b> (2000). De recente evolutie van de industriële tewerkstelling en de rol van omgevingsfactoren in havensteden: een vergelijkende studie tussen Calais en Oostende. MA Thesis. Katholieke Universiteit Leuven: Leuven. 152 pp.","Bruyninckx, B.",2000,De recente evolutie van de industriële tewerkstelling en de rol van omgevingsfactoren in havensteden: een vergelijkende studie tussen Calais en Oostende,,,Katholieke Universiteit Leuven,Leuven,,,152
"<b>Bufe, A.; Hovius, N.; Emberson, R.; Rugenstein, J.K.C.; Galy, A.; Hassenruck-Gudipati, H.J.; Chang, J.-M.</b> (2021). Co-variation of silicate, carbonate and sulfide weathering drives CO<sub>2</sub> release with erosion. <i>Nature Geoscience 14(4)</i>: 211-216. <a href=""https://hdl.handle.net/10.1038/s41561-021-00714-3"" target=""_blank"">https://hdl.handle.net/10.1038/s41561-021-00714-3</a>","Bufe, A.; Hovius, N.; Emberson, R.; Rugenstein, J.K.C.; Galy, A.; Hassenruck-Gudipati, H.J.; Chang, J.-M.",2021,"Co-variation of silicate, carbonate and sulfide weathering drives CO<sub>2</sub> release with erosion",,Nature Geoscience,,,14,4,211-216
"<b>Burggraeve, G.</b> (1998). Nieuws van het Zwin: 10 oktober 1998 . <i>Sint-Guthago Tijdingen 255</i>","Burggraeve, G.",1998,Nieuws van het Zwin: 10 oktober 1998 ,,Sint-Guthago Tijdingen,,,255,,
"<b>Burklew, M.A.; Morton, R.A.</b> (1971). The toxicity of Florida Gulf puffers, genus <i>Sphoeroides</i>. <i>Toxicon 9</i>: 205-210","Burklew, M.A.; Morton, R.A.",1971,"The toxicity of Florida Gulf puffers, genus <i>Sphoeroides</i>",,Toxicon,,,9,,205-210
"<b>Burton, J.D.</b> (1996). The ocean: a global chemical system, <b><i>in</i></b>: Summerhayes, C.P. <i>et al.</i> (2002). <i>Oceanography: an illustrated guide.</i> pp. 165-181","Burton, J.D.",1996,The ocean: a global chemical system,Oceanography: an illustrated guide,,,,,,165-181
"<b>Calderón, M.A.</b> (2010). Biogenic structures as refuge for common sole (<i>Solea solea</i>) and brown shrimp (<i>Crangon crangon</i>): Experiments in artificial <i>Lanice conchilega</i> reefs. MSc Thesis. Universiteit Gent. Faculteit Wetenschappen: Gent. 32 pp.","Calderón, M.A.",2010,Biogenic structures as refuge for common sole (<i>Solea solea</i>) and brown shrimp (<i>Crangon crangon</i>): Experiments in artificial <i>Lanice conchilega</i> reefs,,,Universiteit Gent. Faculteit Wetenschappen,Gent,,,32
"<b>Campbell, A.C.; Jensen, M.</b> (1991). The status of rostrate pedicellariae in echinoids, <b><i>in</i></b>: Yanagisawa, T. <i>et al.</i> <i>Biology of Echinodermata: Proceedings of the 7th International Echinoderm Conference, Japan (Atami) 9th - 14th September 1990.</i> pp. 202","Campbell, A.C.; Jensen, M.",1991,The status of rostrate pedicellariae in echinoids,"Biology of Echinodermata: Proceedings of the 7th International Echinoderm Conference, Japan (Atami) 9th - 14th September 1990",,,,,,202
"<b>Cantell, C.-E.</b> (1998). The anatomy and taxonomy of <i>Amorphonemertes kubergensis</i> gen. et sp. nov. (Nemertini) from the Tromsø area (Norway). <i>Sarsia 83</i>: 293-300","Cantell, C.-E.",1998,The anatomy and taxonomy of <i>Amorphonemertes kubergensis</i> gen. et sp. nov. (Nemertini) from the Tromsø area (Norway),,Sarsia,,,83,,293-300
"<b>Capart, A.</b> (1941). Copepoda parasitica, <b><i>in</i></b>: <i>Résultats scientifiques des croisières du navire-école belge <i>Mercator</i>, 3. Mémoires du Musée Royal d'Histoire Naturelle de Belgique, deuxième série = Verhandelingen van het Koninklijk Natuurhistorisch Museum van België, tweede reeks,</i> 21: pp. 171-197","Capart, A.",1941,Copepoda parasitica,"Résultats scientifiques des croisières du navire-école belge <i>Mercator</i>, 3","Mémoires du Musée Royal d'Histoire Naturelle de Belgique, deuxième série = Verhandelingen van het Koninklijk Natuurhistorisch Museum van België, tweede reeks",,,,,171-197
"<b>Capart, A.</b> (1974). De levende zee. Stemma: Brussel.  166 pp.","Capart, A.",1974,De levende zee,,,Stemma,Brussel,,,166
"<b>Carr, A.</b> (1952). Handbook of turtles: The turtles of the United States, Canada, and Baja California. Comstock Publishing Associates: Ithaca.  542 pp.","Carr, A.",1952,"Handbook of turtles: The turtles of the United States, Canada, and Baja California",,,Comstock Publishing Associates,Ithaca,,,542
"<b>Casey, J.; Doerner, H. (Ed.)</b> (2012). 41<sup>st</sup> Plenary meeting report of the Scientific, Technical and Economic Committee for Fisheries (PLEN-12-03). <i>JRC Scientific and Technical Research Series</i>, 76701. Publications Office of the European Union: Luxembourg. ISBN 978-92-79-27207-3. 112 pp. <a href=""https://hdl.handle.net/10.2788/63585"" target=""_blank"">https://hdl.handle.net/10.2788/63585</a>","Casey, J.; Doerner, H. (Ed.)",2012,"41<sup>st</sup> Plenary meeting report of the Scientific, Technical and Economic Committee for Fisheries (PLEN-12-03)",,JRC Scientific and Technical Research Series,Publications Office of the European Union,Luxembourg,76701,,112
"<b>Cavin, L.; Longbottom, A.; Richter, M. (Ed.)</b> (2008). Fishes and the break-up of Pangea. <i>Geological Society Special Publication</i>, 295. Geological Society: London. ISBN 978-1-86239-248-9. 372 pp.","Cavin, L.; Longbottom, A.; Richter, M. (Ed.)",2008,Fishes and the break-up of Pangea,,Geological Society Special Publication,Geological Society,London,295,,372
"<b>Chavatte, N.</b> (2001). Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn. MSc Thesis. Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie: Gent. 148 pp.","Chavatte, N.",2001,Het hyperbenthos van de Oosterschelde en de Westerschelde: seizoenaliteit en patronen op middellange termijn,,,"Universiteit Gent. Marine Biologie. Instituut voor Dierkunde. Vakgroep Morfologie, Systematiek en Ecologie",Gent,,,148
"<b>Chevey, P.</b> (1930). Teleostei Acanthopterygii-Scleroparei: <i>Sebastes dactyloptera</i> (De La Roche 1809). <i>Faune ichthyologique de l'Atlantique Nord</i>, 14(348). Conseil Permanent International pour l'Exploration de la Mer: Copenhagen.  1 leaf pp.","Chevey, P.",1930,Teleostei Acanthopterygii-Scleroparei: <i>Sebastes dactyloptera</i> (De La Roche 1809),,Faune ichthyologique de l'Atlantique Nord,Conseil Permanent International pour l'Exploration de la Mer,Copenhagen,14,348,1 leaf
"<b>Chevey, P.</b> [s.d.]. <i>Serranus cabrilla</i> (Linné 1766), <b><i>in</i></b>:  (1927-1935). <i>Faune et flore de la Méditerranée: Pisces; Teleostei. Faune et flore de la Méditerranée,</i> 11-17: pp. 1sheet, 2pages","Chevey, P.",,<i>Serranus cabrilla</i> (Linné 1766),Faune et flore de la Méditerranée: Pisces; Teleostei,Faune et flore de la Méditerranée,,,,,"1sheet, 2pages"
"<b>Claessens, J.; Meyvis, L.</b> (1993). De afvoer van de Schelde in 1992. <i>Verslag. Antwerpse Zeediensten</i>, 93/04. Ministerie van Openbare Werken. Antwerpse Zeediensten: Antwerpen.  3 + appendices pp.","Claessens, J.; Meyvis, L.",1993,De afvoer van de Schelde in 1992,,Verslag. Antwerpse Zeediensten,Ministerie van Openbare Werken. Antwerpse Zeediensten,Antwerpen,93/04,,3 + appendices
"<b>Claessens, J.; Meyvis, L.</b> (1994). De afvoer van de Schelde in 1993. <i>Verslag. Antwerpse Zeediensten</i>, 94/01. Ministerie van Openbare Werken. Antwerpse Zeediensten: Antwerpen.  4 + figuur + tabellen pp.","Claessens, J.; Meyvis, L.",1994,De afvoer van de Schelde in 1993,,Verslag. Antwerpse Zeediensten,Ministerie van Openbare Werken. Antwerpse Zeediensten,Antwerpen,94/01,,4 + figuur + tabellen
"<b>Claessens, M.</b> (2013). General introduction and conceptual framework, <b><i>in</i></b>: Claessens, M. <i>The use of passive samplers as a central tool in integrated environmental risk assessments.</i> pp. 1-21","Claessens, M.",2013,General introduction and conceptual framework,The use of passive samplers as a central tool in integrated environmental risk assessments,,,,,,1-21
"<b>Coen, L.; Peeters, P.; Mostaert, F.</b> (2010). Studies ten behoeve van aanleg van overstromingsgebieden en natuurgebieden in het kader van het Sigmaplan: addendum bij ondersteunende studies: cluster Kalkense meersen. Versie 2.0. <i>WL Rapporten</i>, 713_15. Waterbouwkundig Laboratorium: Antwerpen. 9 pp.","Coen, L.; Peeters, P.; Mostaert, F.",2010,Studies ten behoeve van aanleg van overstromingsgebieden en natuurgebieden in het kader van het Sigmaplan: addendum bij ondersteunende studies: cluster Kalkense meersen,,WL Rapporten,Waterbouwkundig Laboratorium,Antwerpen,713_15,,9
"<b>Contreras-Porcia, L.; López-Cristoffanini, C.; Meynard, A.; Kumar, M.</b> (2017). Tolerance pathways to desiccation stress in seaweeds, <b><i>in</i></b>: Kumar, M. <i>et al.</i> (Ed.) <i>Systems biology of marine ecosystems.</i> pp. 13-33. <a href=""https://hdl.handle.net/10.1007/978-3-319-62094-7_2"" target=""_blank"">https://hdl.handle.net/10.1007/978-3-319-62094-7_2</a>","Contreras-Porcia, L.; López-Cristoffanini, C.; Meynard, A.; Kumar, M.",2017,Tolerance pathways to desiccation stress in seaweeds,Systems biology of marine ecosystems,,,,,,13-33
"<b>Cool, J.C.; Schijff, F.J.; Viersma, T.J.</b> (1972). Regeltechniek. Tweede, geheel herziene druk. Agon Elsevier: Amsterdam. ISBN 90-10-10371-4. XIV, 512 pp.","Cool, J.C.; Schijff, F.J.; Viersma, T.J.",1972,Regeltechniek,,,Agon Elsevier,Amsterdam,,,"XIV, 512"
"<b>Copejans, E.</b> (2019). Educatie: Schoolplaten, een nostalgische terugblik op aanschouwelijk onderwijs, <b><i>in</i></b>: <i>De Grote Rede 50. De Grote Rede: Nieuws over onze Kust en Zee,</i> 50: pp. 23","Copejans, E.",2019,"Educatie: Schoolplaten, een nostalgische terugblik op aanschouwelijk onderwijs",De Grote Rede 50,De Grote Rede: Nieuws over onze Kust en Zee,,,,,23
"<b>Coppé, K.</b> (2008). Veiligheid van manoeuvres met ontmoetende en oplopende schepen. Ir Thesis. Universiteit Gent. Faculteit Ingenieurswetenschappen: Gent.  xii, 167 pp.","Coppé, K.",2008,Veiligheid van manoeuvres met ontmoetende en oplopende schepen,,,Universiteit Gent. Faculteit Ingenieurswetenschappen,Gent,,,"xii, 167"
