String,Author,Year,Title,Book,Journal,Volume,Issue,Pagination
"Ashton, G. V.; Willis, K. J.; Cook, E. J.; Burrows, M. (2007). Distribution of the introduced amphipod, Caprella mutica Schurin, 1935 (Amphipoda: Caprellida: Caprellidae) on the west coast of Scotland and a review of its global distribution. <em>Hydrobiologia.</em> 590(1): 31-41.","Ashton, G. V.; Willis, K. J.; Cook, E. J.; Burrows, M.",2007,"Distribution of the introduced amphipod, Caprella mutica Schurin, 1935 (Amphipoda: Caprellida: Caprellidae) on the west coast of Scotland and a review of its global distribution",,Hydrobiologia,590,1,31-41
"Athanasiadis, A.; Tittley, I. (1994). Antithamnioid algae (Rhodophyta, Ceramiaceae) newly recorded from the Azores. <em>Phycologia.</em> 33(2): 77-80.","Athanasiadis, A.; Tittley, I.",1994,"Antithamnioid algae (Rhodophyta, Ceramiaceae) newly recorded from the Azores",,Phycologia,33,2,77-80
"Ax, P. (1952). Neue psammobionte Turbellaria Macrostomida aus der Verwandtschaft von Paramalostomum. <em>Zoologischer Anzeiger.</em> 149: 99-107.","Ax, P.",1952,Neue psammobionte Turbellaria Macrostomida aus der Verwandtschaft von Paramalostomum,,Zoologischer Anzeiger,149,,99-107
"Ax, P. (1952). Turbellarien der gattung Promesostoma von den deutschen kusten. <em>Kieler Meeresforschungen.</em> 8: 218-226.","Ax, P.",1952,Turbellarien der gattung Promesostoma von den deutschen kusten,,Kieler Meeresforschungen,8,,218-226
"Ax, P. (1954). Zwei neue Monocelididae (Turbellaria Proseriata) aus dem Eulitoral der Nord- und Ostsee. <em>Kieler Meeresforschungen.</em> 10: 229-242.","Ax, P.",1954,Zwei neue Monocelididae (Turbellaria Proseriata) aus dem Eulitoral der Nord- und Ostsee,,Kieler Meeresforschungen,10,,229-242
"Ax, P. (1956). Monographie der otoplanidae (Turbellaria) Morphologie und systematik. <em>Abhandlungen der mathematisch-naturwissenschaftlichen.</em> 13: 3-298.","Ax, P.",1956,Monographie der otoplanidae (Turbellaria) Morphologie und systematik,,Abhandlungen der mathematisch-naturwissenschaftlichen,13,,3-298
"Ax, P. (1956). Studien über psammobionte turbellaria Macrostomida 4. Myozona stylifera nov.spec. <em>Zoologischer Anzeiger.</em> 157: 251-260.","Ax, P.",1956,Studien über psammobionte turbellaria Macrostomida 4. Myozona stylifera nov.spec.,,Zoologischer Anzeiger,157,,251-260
"Ax, P. (1960). Turbellarien aus salzdurchtränkten wiesenböden der deutschen Meeresküsten. <em>Zeitschrift für wissenschaftliche Zoologie.</em> 163: 210-235.","Ax, P.",1960,Turbellarien aus salzdurchtränkten wiesenböden der deutschen Meeresküsten,,Zeitschrift für wissenschaftliche Zoologie,163,,210-236
"Ax, P. (1971). Zur systematik und phylogenie der Trigonostominae. <em>Mikrofauna des Meeresbodens.</em> 4: 141-220.","Ax, P.",1971,Zur systematik und phylogenie der Trigonostominae,,Mikrofauna des Meeresbodens,4,,141-220
"Ax, P.; Heller, R. (1970). Neue Neorhabdocoela (Turbellaria) vom Sandstrand der Nordsee-Insel Sylt. <em>Mikrofauna Meeresbodens.</em> 2:1-46.","Ax, P.; Heller, R.",1970,Neue Neorhabdocoela (Turbellaria) vom Sandstrand der Nordsee-Insel Sylt.,,Mikrofauna Meeresbodens,2,,Jan-46
"Aydin, I.; Bakir, K.; Galili, B.S. (2009). The first record of the Jinga shrimp, <i>Metapenaeus affinis</i> (H. Milne Edwards, 1837) (Decapoda, Penaeidae) from the Mediterranean Sea. <em>Crustaceana.</em> 82(8): 1091-1095.","Aydin, I.; Bakir, K.; Galili, B.S.",2009,"The first record of the Jinga shrimp, <i>Metapenaeus affinis</i> (H. Milne Edwards, 1837) (Decapoda, Penaeidae) from the Mediterranean Sea",,Crustaceana,82,8,1091-1095
"Azémar, F.; Van Damme, S.; Meire, P.; Tackx, M. (2007). New occurrence of Lecane decipiens (Murray, 1913) and some other alien rotifers in the Schelde estuary (Belgium). <em>Belg. J. Zool.</em> 137(1): 75-83.","Azémar, F.; Van Damme, S.; Meire, P.; Tackx, M.",2007,"New occurrence of Lecane decipiens (Murray, 1913) and some other alien rotifers in the Schelde estuary (Belgium)",,Belg. J. Zool.,137,1,75-83
"Baba, K. (1991). Crustacea Decapoda: Alainius gen. nov., Leiogalathea Baba, 1969, and Phylladiorhynchus Baba, 1969 (Galatheidae) from New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 9. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 152, 479-491.","Baba, K.",1991,"Crustacea Decapoda: Alainius gen. nov., Leiogalathea Baba, 1969, and Phylladiorhynchus Baba, 1969 (Galatheidae) from New Caledonia",Résultats des Campagnes MUSORSTOM 9,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",152,,479-491
"Baba, K. (1991). Crustacea Decapoda: Chirostylus Ortmann, 1892, and Gastroptychus Caullery, 1896 (Chirostylidae) from New Caledonia. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 9. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 152, 463-477.","Baba, K.",1991,"Crustacea Decapoda: Chirostylus Ortmann, 1892, and Gastroptychus Caullery, 1896 (Chirostylidae) from New Caledonia",Résultats des Campagnes MUSORSTOM 9,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",152,,463-477
"Baba, K.; de Saint Laurent, M. (1996). Crustacea Decapoda: Revision of the genus Bathymunida Balss, 1914, and description of six new related genera (Galatheidae). <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 15. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 168: 433-502.","Baba, K.; de Saint Laurent, M.",1996,"Crustacea Decapoda: Revision of the genus Bathymunida Balss, 1914, and description of six new related genera (Galatheidae)",Résultats des Campagnes MUSORSTOM 15,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",168,,433-502
"Bacescu, M. (1941). Les Mysidacés des eaux méditerranéennes de la France (spécialement de Banyuls) et des eaux de Monaco. <em>Bull. Inst. Océanogr.</em> 795: 1-46.","Bacescu, M.",1941,Les Mysidacés des eaux méditerranéennes de la France (spécialement de Banyuls) et des eaux de Monaco.,,Bull. Inst. Océanogr.,795,,Jan-46
"Bacescu, M. (1950). Cumacei mediteraneeni modificati de mediul pontic Pseudocuma longicornis pontica n.ssp. Cumopsis Goodsiri agigeana n.f. si Cumella Pygmaea euxinica n. ssp. apoi consideratiuni asupra unor forme noi, straine: Pseudocuma Gilsoni n.sp., P. Long. Bistriata, P. Long. typica si Cumella P. italica n. ssp. <em>Analele Academiei Republicii Populare Române Seria: Geologie, Geografie, Biologie, Stiinte Tehnice si Agricole.</em> 3 (11): 423-459 (Plates 1-6).","Bacescu, M.",1950,"Cumacei mediteraneeni modificati de mediul pontic Pseudocuma longicornis pontica n.ssp. Cumopsis Goodsiri agigeana n.f. si Cumella Pygmaea euxinica n. ssp. apoi consideratiuni asupra unor forme noi, straine: Pseudocuma Gilsoni n.sp., P. Long. Bistriata, P. Long. typica si Cumella P. italica n. ssp.",,"Analele Academiei Republicii Populare Române Seria: Geologie, Geografie, Biologie, Stiinte Tehnice si Agricole",3,11,423-459
"Bacescu, M. (1973). Anisomysis levi n. sp. from the red sea and a dichotomic key of the species belonging to the genus, with description of a new taxon, paranisomysis n. sg.. Revue Roumaine de Biologie - Zoologie 18: 173-180","Bacescu, M.",1973,"Anisomysis levi n. sp. from the Red Sea and the dichotomic key of the species belonging to the genus, with description of a new taxon, Paranisomysis n.sg.",,"Rev. Roum. Biol., Zool.",18,3,173-180
"Bacescu, M. (1981). Crustacea: Mysidacea. <em>In: Forest, J., Résultats des Campagnes Musorstom I: Philippines, 18-28 mars 1976. Paris, Office de la Recherche Scientifique et Technique Outre-Mer Avec le Concours du Muséum National d´Histoire Naturelle.</em> 91: 261-276.","Bacescu, M.",1981,Crustacea: Mysidacea,"Résultats des Campagnes Musorstom I: Philippines, 18-28 mars 1976. Paris, Office de la Recherche Scientifique et Technique Outre-Mer Avec le Concours du Muséum National d´Histoire Naturelle",,91,,261-276
"Bacescu, M. (1985). Crustacés Mysidacés (MUSORSTOM II). Résultats des Campagnes MUSORSTOM I et II/ Philippines/ Tome 2. <em>Mémoires du Muséum National d´Histoire Naturelle, N.S. Série A, Zoologie.</em> 133: 355-366.","Bacescu, M.",1985,Crustacés Mysidacés (MUSORSTOM II),Résultats des Campagnes MUSORSTOM I et II/ Philippines/ Tome 2,"Mémoires du Muséum National d´Histoire Naturelle, N.S. Série A, Zoologie",133,,355-366
"Bacescu, M. (1991). Crustacea Mysidacea: Récoltes faites au cours des campagnes MUSORSTOM 3 et CORINDON 2 aux Philippines et en Indonésie. <em>In: A. Crosnier (ed.). Résultats des Campagnes MUSORSTOM. Volume 9. Mem. Mus. natru. Hist. Nat. (A).</em> 152: 79-100.","Bacescu, M.",1991,Crustacea Mysidacea: Récoltes faites au cours des campagnes MUSORSTOM 3 et CORINDON 2 aux Philippines et en Indonésie,Résultats des Campagnes MUSORSTOM. Volume 9,Mem. Mus. natru. Hist. Nat. (A),152,,79-100
"Bacescu, M.; Müller, G. I. (1985). Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie. <em>Revue Roumaine de Biologie - Biologie animale.</em> 30(1): 7-10.","Bacescu, M.; Müller, G. I.",1985,Heteromysoides berberae n. sp. et autres Mysidacés dans les eaux littorales du NE de la Somalie,,Revue Roumaine de Biologie - Biologie animale,30,1,07-Oct
"Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C. (2003). An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic). <em>Cah. Biol. Mar.</em> 44(2): 121-151.","Bachelet, G.; Dauvin, J.-C.; Sorbe, J. C.",2003,An updated checklist of marine and brackish water Amphipoda (Crustacea: Peracarida) of the southern Bay of Biscay (NE Atlantic),,Cah. Biol. Mar.,44,2,121-151
"Back, J., R. Huys & W. Lee. (2010). A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough. <em>Zoological Science.</em> 27(8): 678-688.","Back, J., R. Huys & W. Lee",2010,A New Species of the Genus Tegastes (Copepoda: Harpacticoida: Tegastidae) from Hydrothermal Vents in the Okinawa Trough,,Zoological Science,27,8,678-688
"Baker, A. N. (1980). Euryalinid Ophiuroidea (Echinodermata) from Australia, New Zealand, and the south-west Pacific Ocean. <em>New Zealand Journal of Zoology.</em> 7, 11-83.","Baker, A. N.",1980,"Euryalinid Ophiuroidea (Echinodermata) from Australia, New Zealand, and the south-west Pacific Ocean",,New Zealand Journal of Zoology,7,,Nov-83
"Baker, H.R. (1981). Phallodrilus tempestatis n.sp., a new marine tubificid (Annelida: Oligochaeta) from British Columbia. <em>Canadian Journal of Zoology.</em> 59(8): 1475-1478.","Baker, H.R.",1981,"Phallodrilus tempestatis n.sp., a new marine tubificid (Annelida: Oligochaeta) from British Columbia",,Canadian Journal of Zoology,59,8,1475-1478
"Balavoine, P. (1958). Nouvelle contribution à l'étude des Bryozoaires de la région de Dinard et de Saint-Malo. <em>Bulletin du Laboratoire Maritime de Dinard.</em> 43: 52-68.","Balavoine, P.",1958,Nouvelle contribution à l'étude des Bryozoaires de la région de Dinard et de Saint-Malo,,Bulletin du Laboratoire Maritime de Dinard,43,,52-68
"Balkis, H. & Ceviker, D., 2003. A new exotic crab species [Calappa hepatica (Linnaeus, 1758)] for the Mediterranean fauna. Israel Journal of Zoology, 49: 320-321.","Balkis, H.; Ceviker, D.",2003,"A new exotic crab species [Calappa hepatica (Linnaeus, 1758)] for the Mediterranean fauna",,Israel Journal of Zoology,49,,320-321
"Bamber, R. N. (2000). Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species. <em>In: A. Crosnier (ed.). Résultats des campagnes MUSORSTOM, Vol. 21. Mémoires du Muséum national d'Histoire naturelle, Paris.</em> 184: 611-625.","Bamber, R. N.",2000,"Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species","Résultats des campagnes MUSORSTOM, Vol. 21",Mémoires du Muséum national d'Histoire naturelle,184,,611-625
"Bamber, R. N. (2004). Pycnogonids (Arthropoda: Pycnogonida) from New Caledonia, Fiji and Tonga: new records and new species. <em>in: Marshall, B.A. et al. (Ed.) Tropical Deep-Sea Benthos 23. Mémoires du Muséum national d'Histoire naturelle (1993).</em> 191: 73-83.","Bamber, R. N.",2004,"Pycnogonids (Arthropoda: Pycnogonida) from New Caledonia, Fiji and Tonga: new records and new species",Tropical Deep-Sea Benthos 23,Mémoires du Muséum national d'Histoire naturelle (1993),191,,73-83
"Bang, H.W., Y. Lee & W. Lee. (2011). A new species of the genus Heterolaophonte Lang, 1948 (Copepoda: Harpacticoida: Laophontidae) from Maxwell Bay, King George Island, Antarctica. <em>Proceedings of the Biological Society of Washington.</em> 124(4): 326-340.","Bang, H.W., Y. Lee & W. Lee",2011,"A new species of the genus Heterolaophonte Lang, 1948 (Copepoda: Harpacticoida: Laophontidae) from Maxwell Bay, King George Island, Antarctica.",,Proceedings of the Biological Society of Washington,124,4,326-340
"Banner, A. H.; Banner, D. M. (1981). Crustacés Décapodes: Alpheidae. <em>in: Forest, J. (Ed.) Résultats des campagnes MUSORSTOM: I. Philippines (18-28 Mars 1976). Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 91: 217-235.","Banner, A. H.; Banner, D. M.",1981,Crustacés Décapodes: Alpheidae,Résultats des campagnes MUSORSTOM: I. Philippines (18-28 Mars 1976),"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",91,,217-235
"Barash, A., 1974. Polyplacophora (Mollusca) in the Eastern Mediterranean. Israel Journal of Zoology, 22: 203-204.","Barash, A.",1974,Polyplacophora (Mollusca) in the Eastern Mediterranean,,Israel Journal of Zoology,22,,203-204
"Barash, A.; Danin, Z. (1971). Mollusca from the stomach of <i>Sparus auratus</i> fished in the lagoon of Bardawil. <em>Argamon.</em> 2: 97-104.","Barash, A.; Danin, Z.",1971,Mollusca from the stomach of <i>Sparus auratus</i> fished in the lagoon of Bardawil.,,Argamon,2,,97-104
"Barash, A.; Danin, Z. (1972). Contributions to the knowledge of Suez Canal migration. The Indo-Pacific species of Mollusca in the Mediterranean and notes on a collection from the Suez Canal. <em>Israel Journal of Zoology.</em> 21(3-4): 301-374.","Barash, A.; Danin, Z.",1972,Contributions to the knowledge of Suez Canal migration. The Indo-Pacific species of Mollusca in the Mediterranean and notes on a collection from the Suez Canal.,,Israel Journal of Zoology,21,03-Apr,301-374
"Barash, A.; Danin, Z. (1977). Additions to the knowledge of Indo-Pacific Mollusca in the Mediterranean. <em>Conchiglie.</em> 13(5-6): 85-116.","Barash, A.; Danin, Z.",1977,Additions to the knowledge of Indo-Pacific Mollusca in the Mediterranean,,Conchiglie,13,05-Jun,85-116
"Barash, A.; Danin, Z. (1982). Mediterranean Mollusca of Israel and Sinai. Composition and distribution. <em>Israel Journal of Zoology.</em> 31: 86-118.","Barash, A.; Danin, Z.",1982,Mediterranean Mollusca of Israel and Sinai. Composition and distribution,,Israel Journal of Zoology,31,,86-118
"Baribwegure, D. & H.J. Dumont. (1999). The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida). Belgian Journal of Zoology 129(1):187-199. (i.1999)","Baribwegure, D. & H.J. Dumont",1999,"The use of integumental pore signature in the characterisation of species of the genus Thermocyclops Kiefer, 1927: The case of Thermocyclops emini (Mrazek, 1895) (Crustacea: Copepoda: Cyclopoida).",,Belgian Journal of Zoology,129,1,187-199
"Bariche, M. (2011). First record of the cube boxfish <i>Ostracion cubicus</i> (Ostraciidae) and additional records of <i>Champsodon vorax</i> (Champsodontidae) from the Mediterranean. <em>Aqua, International Journal of Ichthyology.</em> 17(4): 181-184.","Bariche, M.",2011,First record of the cube boxfish <i>Ostracion cubicus</i> (Ostraciidae) and additional records of <i>Champsodon vorax</i> (Champsodontidae) from the Mediterranean.,,"Aqua, International Journal of Ichthyology",17,4,181-184
"Bariche, M.; Trilles, J.-P. (2006). <i>Anilocra pilchardi</i> n. sp., a new parasitic cymothoid isopod from off Lebanon (Eastern Mediterranean). <em>Systematic Parasitology.</em> 64(3): 203-214.","Bariche, M.; Trilles, J.-P.",2006,"<i>Anilocra pilchardi</i> n. sp., a new parasitic cymothoid isopod from off Lebanon (Eastern Mediterranean)",,Systematic Parasitology,64,3,203-214
"Barnard, J. L. (1962). South Atlantic abyssal amphipods collected by R.V."" Vema"". Abyssal Crustacea. Vema Research Series 1. <em>Columbia University Press, New York.</em> pp. 1-78;79 figs.","Barnard, J. L.",1962,"South Atlantic abyssal amphipods collected by R.V."" Vema""",Abyssal Crustacea,Vema Research Series,,,Jan-78
"Bartsch, I. (1977). Interstitielle Fauna von Galapagos: 20. Halacaridae (Acari). <em>Mikrof. Meeresb.</em> 65: 1-108.","Bartsch, I.",1977,Interstitielle Fauna von Galapagos: 20. Halacaridae (Acari),,Mikrof. Meeresb.,65,,1-108
"Bartsch, I. (1991). Taxonomic notes on halacarids (Acari) from the Skagerrak area. <em>Helgol. Meeresunters.</em> 45: 97-106.","Bartsch, I.",1991,Taxonomic notes on halacarids (Acari) from the Skagerrak area,,Helgol. Meeresunters.,45,,97-106
"Bastrop, R.; Blank, M. (2006). Multiple Invasions – A Polychaete Genus Enters the Baltic Sea. <em>Biological Invasions.</em> 8(5): 1195-1200.","Bastrop, R.; Blank, M.",2006,Multiple Invasions – A Polychaete Genus Enters the Baltic Sea,,Biological Invasions,8,5,1195-1200
"Batjes, D. A. J. (1958). Foraminifera of the Oligocene of Belgium. <em>Institut Royal des Sciences Naturelles de Belgique, Bruxelles, Mémoire.</em> 143: 217 pp.","Batjes, D. A. J.",1958,Foraminifera of the Oligocene of Belgium.,,"Institut Royal des Sciences Naturelles de Belgique, Bruxelles, Mémoire",143,,217 pp.
"Bayer, F.M. (1981). Key to the genera of Octocorallia exclusive of Pennatulacea (Coelenterata: Anthozoa), with diagnoses of new taxa. <em>Proc. Biol. Soc. Wash.</em> 94(3): 902-947.","Bayer, F.M.",1981,"Key to the genera of Octocorallia exclusive of Pennatulacea (Coelenterata: Anthozoa), with diagnoses of new taxa",,Proc. Biol. Soc. Wash.,94,3,902-947
"Beare D.J. & Moore P.G. (1994). Observations on the biology of a rare British marine amphipod: Monoculodes gibbosus (Crustacea: Amphipoda: Oedicerotidae). Journal of the Marine Biological Association of the United Kingdom, 74, 193-201.","Beare, D. J.; Moore, P. G.",1994,Observations on the biology of a rare British marine amphipod: Monoculodes gibbosus (Crustacea: Amphipoda: Oedicerotidae,,Journal of the Marine Biological Association of the United Kingdom,74,1,193-201
"Beauchamp, P. de. (1927). Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues. <em>Bulletin de la Société zoologique de France.</em> 52: 386-392.","Beauchamp, P. de",1927,Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues.,,Bulletin de la Société zoologique de France.,52,,386-392
"Belgrano, A.; Vincx, M.; Dewarumez, J. M.; Richard, A.; Craeymeersch, J.; Heip, C. (1990). Recruitment of meroplanktonic larvae in the Southern Bight of the North Sea. <em>Oceanis.</em> 16(3): 225-244.","Belgrano, A.; Vincx, M.; Dewarumez, J. M.; Richard, A.; Craeymeersch, J.; Heip, C.",1990,Recruitment of meroplanktonic larvae in the Southern Bight of the North Sea,,Oceanis,16,3,225-243
