String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Vermeulen, J.</b> (2000). Literaire marines: over Karel van de Woestijne, Paul Snoek en Herman de Coninck, <b><i>in</i></b>: Meulemeester, J.-L. (Ed.) <i>Met zicht op zee. Vlaanderen: Tweemaandelijks Tijdschrift voor Kunst en Cultuur,</i> 49(3): pp. 81-86","Vermeulen, J.",2000,"Literaire marines: over Karel van de Woestijne, Paul Snoek en Herman de Coninck",Met zicht op zee,Vlaanderen: tweemaandelijks Tijdschrift voor Kunst en Cultuur,,,,,81-86
"<b>Balard, M.; Buchet, C. (Ed.)</b> (2017). The Sea in History. The Medieval World = La mer dans l'histoire. Le Moyen Âge. The Boydell Press: Woodbridge. ISBN 978-1-78327-159-7. XXX, 1052 pp.","Balard, M.; Buchet, C. (Ed.)",2017,The Sea in History. The Medieval World = La mer dans l'histoire. Le Moyen Âge,,,The Boydell Press,Woodbridge,,,"XXX, 1052"
"<b>McCarron, E.; Frydenborg, R.</b> (2005). Using the human disturbance gradient to develop bioassessment procedures in estuaries, <b><i>in</i></b>: Bortone, S.A. <i>et al.</i> <i>Estuarine indicators. CRC Marine Science Series,</i> : pp. 481-492","McCarron, E.; Frydenborg, R.",2005,Using the human disturbance gradient to develop bioassessment procedures in estuaries,Estuarine indicators,CRC Marine Science Series,,,,,481-492
Journal of Molecular Spectroscopy. ACADEMIC PRESS INC ELSEVIER SCIENCE: San Diego.  ISSN 0022-2852; e-ISSN 1096-083X,,0,Journal of Molecular Spectroscopy,,,ACADEMIC PRESS INC ELSEVIER SCIENCE,San Diego,,,
"<b>Burggraeve, G.</b> (1990). Nieuws van het Zwin: 2 juni 1990. <i>Nieuws van het Zwin 1990</i>","Burggraeve, G.",1990,Nieuws van het Zwin: 2 juni 1990,,Nieuws van het Zwin,,,1990,,
"<b>Robijns, J.; Rabijns, M.; Huys, L.</b> (1971). Inventaire du phytoplancton (Croisière 01 = 28.06.71 to 09.07.71). <i>Technical Reports I.C.W.B. - C.I.P.S.</i>, 1971/01.BIOL.(03). K.U.L. Laboratorium voor Algologie: Leuven.  17 pp.","Robijns, J.; Rabijns, M.; Huys, L.",1971,Inventaire du phytoplancton (Croisière 01 = 28.06.71 to 09.07.71),,Technical Reports I.C.W.B. - C.I.P.S.,K.U.L. Laboratorium voor Algologie,Leuven,1971/01.BIOL.,3,17
"<b>Martinez Shaw, C.</b> (1991). La economía marítima Europea en el umbral de la revolución industrial, <b><i>in</i></b>: Koninckx, C. (Ed.) <i>Proceedings of the International Colloquium ""Industrial Revolutions and the Sea"", Brussels 28-31 March 1989. Collectanea Maritima,</i> 5: pp. 9-21","Martinez Shaw, C.",1991,La economía marítima Europea en el umbral de la revolución industrial,"Proceedings of the International Colloquium ""Industrial Revolutions and the Sea"", Brussels 28-31 March 1989",Collectanea Maritima,,,,,9-21
"<b>Phernambucq-van Iwaarden, A.J.W.</b> (1982). Conditie- en glycogeen-indexen ter bepaling van de conditie van oesters. <i>Rapport Rijksinstituut voor Visserijonderzoek</i>, SO 82(02). Rijksinstituut voor Visserijonderzoek (RIVO): Ijmuiden.  42 pp.","Phernambucq-van Iwaarden, A.J.W.",1982,Conditie- en glycogeen-indexen ter bepaling van de conditie van oesters,,Rapport Rijksinstituut voor Visserijonderzoek,Rijksinstituut voor Visserijonderzoek (RIVO),Ijmuiden,SO 82,2,42
"<b>Sylvester, J.</b> (2016). <i>Deepwater Horizon</i> circle of life and death, <b><i>in</i></b>: Wu, Y. (Ed.) <i>Oil spill impacts: taxonomic and ontological approaches.</i> pp. 13-27","Sylvester, J.",2016,<i>Deepwater Horizon</i> circle of life and death,Oil spill impacts: taxonomic and ontological approaches,,,,,,13-27
"<b>Schosschina, E.V.</b> (1997). On <i>Laminaria hyperborea</i> (Laminariales, Phaeophyceae) on the Murman coast of the Barents Sea. <i>Sarsia 82</i>: 371-373","Schosschina, E.V.",1997,"On <i>Laminaria hyperborea</i> (Laminariales, Phaeophyceae) on the Murman coast of the Barents Sea",,Sarsia,,,82,,371-373
"<b>De Meester, N.; dos Santos, G.A.P.; Rigaux, A.; Valdes, Y.; Derycke, S.; Moens, T.</b> (2015). Daily temperature fluctuations alter interactions between closely related species of marine nematodes. <i>PLoS One 10(7)</i>: e0131625. <a href=""http://hdl.handle.net/10.1371/journal.pone.0131625"" target=""_blank"">hdl.handle.net/10.1371/journal.pone.0131625</a>","De Meester, N.; dos Santos, G.A.P.; Rigaux, A.; Valdes, Y.; Derycke, S.; Moens, T.",2015,Daily temperature fluctuations alter interactions between closely related species of marine nematodes,,PLoS One,,,10,7,e0131625
(S.d.). Natuurontwikkelingsplan voor de oevers van de Dijle tussen Florival en Werchter : bijlage 3 : kaartenbundel. Soresma NV: Antwerpen.,,,Natuurontwikkelingsplan voor de oevers van de Dijle tussen Florival en Werchter : bijlage 3 : kaartenbundel,,,Soresma NV,Antwerpen,,,
"<b>Grinwis, G.C.M.; Besselink, H.T.; Van den Brandhof, E.-J.; Bulder, A.S.; Engelsma, M.Y.; Kuiper, R.V.; Wester, P.W.; Vaal, M.A.; Vethaak, A.D.; Vos, J.G.</b> (2006). Toxicity of TCDD in European flounder (<i>Platichthys flesus</i>) with emphasis on histopathology and cytochrome P450 1A induction in several organ systems, <b><i>in</i></b>: Grinwis, G.C.M. <i>Gezondheidseffecten van enkele belangrijke verontreinigende stoffen in het aquatische milieu in de bot: Laboratorium experimenten met de nadruk op histopathologische en immunologische aspecten = Health effects of some aquatic pollutants in European flounder: Laboratory experiments with emphasis on histopathological and immunological aspects.</i> pp. 49-66","Grinwis, G.C.M.; Besselink, H.T.; Van den Brandhof, E.-J.; Bulder, A.S.; Engelsma, M.Y.; Kuiper, R.V.; Wester, P.W.; Vaal, M.A.; Vethaak, A.D.; Vos, J.G.",2006,Toxicity of TCDD in European flounder (<i>Platichthys flesus</i>) with emphasis on histopathology and cytochrome P450 1A induction in several organ systems,Gezondheidseffecten van enkele belangrijke verontreinigende stoffen in het aquatische milieu in de bot: Laboratorium experimenten met de nadruk op histopathologische en immunologische aspecten = Health effects of some aquatic pollutants in European flounder: Laboratory experiments with emphasis on histopathological and immunological aspects,,,,,,49-66
"<b>Limpalaër, L.; Monnier, E.</b> (2018). <i>Pictoconus</i>, new genus from South Africa and <i>Profundiconinae</i>, new subfamily (Gastropoda, Conidae). <i>Xenophora taxonomy 19</i>: 3-8","Limpalaër, L.; Monnier, E.",2018,"<i>Pictoconus</i>, new genus from South Africa and <i>Profundiconinae</i>, new subfamily (Gastropoda, Conidae)",,Xenophora taxonomy,,,19,,3-8
"<b>Pilet, B.</b> (2005). Onderzoek van zeewater en de desinfectie ervan. Graduate Thesis. Katholieke Hogeschool Brugge-Oostende: Oostende.  [No. Pag.] pp.","Pilet, B.",2005,Onderzoek van zeewater en de desinfectie ervan,,,Katholieke Hogeschool Brugge-Oostende,Oostende,,,[No. Pag.]
"<b>de Marffy-Mantuano, A.</b> (2009). What international coordination for marine biodiversity governance in areas beyond national jurisdiction? = Quelle coordination internationale pour la gouvernance de la biodiversité marine au-delà des zones de jurisdiction nationale?, <b><i>in</i></b>: Rochette, J. (Ed.) <i>Towards a New Governance of High Seas Biodiversity: International scientific seminar organized by the Institute for Sustainable Development and International Relations (IDDRI), March, 20-21, 2008, Principality of Monaco. Océanis (Paris),</i> 35(1-2): pp. 205-230","de Marffy-Mantuano, A.",2009,What international coordination for marine biodiversity governance in areas beyond national jurisdiction? = Quelle coordination internationale pour la gouvernance de la biodiversité marine au-delà des zones de jurisdiction nationale?,"Towards a New Governance of High Seas Biodiversity: International scientific seminar organized by the Institute for Sustainable Development and International Relations (IDDRI), March, 20-21, 2008, Principality of Monaco",Océanis (Paris),,,,,205-230
"(2000). Sternen: ambassadeurs van de Zeebrugse voorhaven, <b><i>in</i></b>: <i>VLIZ Nieuwsbrief 1. VLIZ Nieuwsbrief van het Vlaams Instituut voor de Zee,</i> 1: pp. 3-5",,2000,Sternen: ambassadeurs van de Zeebrugse voorhaven,VLIZ Nieuwsbrief 1,VLIZ Nieuwsbrief van het Vlaams Instituut voor de Zee,,,1,,3-5
"(1966). Das gefährdete Wollmatinger Ried bei Konstanz. <i>Natur und Mensch</i>, 8(7-8). Rheinaubund, Schweizerische Arbeitsgemeinschaft für Natur und Heimat: Zürich.",,1966,Das gefährdete Wollmatinger Ried bei Konstanz,,Natur und Mensch,"Rheinaubund, Schweizerische Arbeitsgemeinschaft für Natur und Heimat",Zürich,8,7-8,
"<b>Petit, R.E.</b> (2009). Perry's <i>Arcana</i>. A facsimile edition with a collation and systematic review. Temple University Press: Philadelphia. ISBN 978-1-4399-0195-3. 567 pp.","Petit, R.E.",2009,Perry's <i>Arcana</i>,,,Temple University Press,Philadelphia,,,567
"<b>Prims, F.</b> (1952). De watergang van de Boerinnesluis 1650. <i>Antwerpiensia: losse bijdragen tot de Antwerpsche geschiedenis 22</i>: 28-30","Prims, F.",1952,De watergang van de Boerinnesluis 1650,,Antwerpiensia: losse bijdragen tot de Antwerpsche geschiedenis,,,22,,28-30
Brazilian Journal of Morphological Sciences: Campinas.  ISSN 0102-9010,,0,Brazilian Journal of Morphological Sciences,,,,Campinas,,,
"<b>Declercq, M.; Croes, F.; Claeys, F.</b> (2015). Onbemindevissen. Rog, rode poon en pijlinktvis. <i>Culinaire Ambiance 30(3)</i>: 26-33","Declercq, M.; Croes, F.; Claeys, F.",2015,"Onbemindevissen. Rog, rode poon en pijlinktvis",,Culinaire Ambiance,,,30,3,26-33
"<b>Schröder, J.-U.</b> (2006). Dealing with risk and uncertainty: how to improve the basis for decisions about granting refuge to ships in need of assistance, <b><i>in</i></b>: Chircop, A. <i>et al.</i> (Ed.) <i>Ocean Yearbook 20. Ocean Yearbook,</i> 20: pp. 595-621","Schröder, J.-U.",2006,Dealing with risk and uncertainty: how to improve the basis for decisions about granting refuge to ships in need of assistance,Ocean Yearbook 20,Ocean Yearbook,,,,,595-621
"<b>Gratecap, D.</b> (2015). Designation of a neotype of <i>Amalda decipiens</i> (G. B. Sowerby III, 1897). <i>Xenophora taxonomy 8</i>: 24-25","Gratecap, D.",2015,"Designation of a neotype of <i>Amalda decipiens</i> (G. B. Sowerby III, 1897)",,Xenophora taxonomy,,,8,,24-25
"<b>Malala, J.O.</b> (2000). Zooplankton community structure of Lake Turkana, Kenya. MSc Thesis. VUB: Brussel.  96 pp.","Malala, J.O.",2000,"Zooplankton community structure of Lake Turkana, Kenya",,,VUB,Brussel,,,96
"<b>Daigneault, M.</b> (2004). Limules: Une histoire naturelle. Institut Océanographique: Paris. ISBN 2-903581-34-7. 114 pp.","Daigneault, M.",2004,Limules: Une histoire naturelle,,,Institut Océanographique,Paris,,,114
"(2012). Report of the ad hoc advisory group for the IOC ocean sciences programme. <i>IOC Information Documents</i>, 1294. UNESCO: Paris.  7 + annexes pp.",,2012,Report of the ad hoc advisory group for the IOC ocean sciences programme,,IOC Information Documents,UNESCO,Paris,1294,,7 + annexes
"<b>Heinze, C.; Schlosser, P.; Koltermann, K.P.</b> (1986). Deep water renewal in the European polar seas as derived from a multi-tracer approach. <i>CM Documents - ICES</i>, C.M. 1986(C:17). International Council for the Exploration of the Sea: Copenhagen.  8 + figures pp.","Heinze, C.; Schlosser, P.; Koltermann, K.P.",1986,Deep water renewal in the European polar seas as derived from a multi-tracer approach,,CM Documents - ICES,International Council for the Exploration of the Sea,Copenhagen,C.M. 1986,C:17,8 + figures
"<b>Hayek, L.-A.C.; Buzas, M.A.</b> (2010). Surveying natural populations: Quantitative tools for assessing biodiversity. Second edition. Columbia University Press: New York. ISBN 978-0-231-14620-3. xx, 590 pp.","Hayek, L.-A.C.; Buzas, M.A.",2010,Surveying natural populations: Quantitative tools for assessing biodiversity,,,Columbia University Press,New York,,,"xx, 590"
"<b>de Vriend, H.J.</b> (1988). 2DH computation of transient sea bed evolutions. <i>Publications - Delft Hydraulics</i>, 389. Delft Hydraulics: Delft.  15 pp.","de Vriend, H.J.",1988,2DH computation of transient sea bed evolutions,,Publications - Delft Hydraulics,Delft Hydraulics,Delft,389,,15
"<b>Tavernier, I.</b> (2014). Palaeolimnological reconstruction of Holocene climate and relative sea-level change in Lützow Holm Bay (East Antarctica) = Paleolimnologische reconstructie van Holocene klimaat- en relatieve zeespiegelveranderingen in Lützow Holm Bay (Oost-Antarctica). PhD Thesis. Faculty of Sciences, Biology Department, Research group Protistology : Gent.  282 pp.","Tavernier, I.",2014,Palaeolimnological reconstruction of Holocene climate and relative sea-level change in Lützow Holm Bay (East Antarctica) = Paleolimnologische reconstructie van Holocene klimaat- en relatieve zeespiegelveranderingen in Lützow Holm Bay (Oost-Antarctica),,,"Faculty of Sciences, Biology Department, Research group Protistology",Gent,,,282
"<b>Plouvier, D.</b> (1998). The situation of tropical moist forests and forest management in Central Africa and markets for African timber, <b><i>in</i></b>: Besselink, C. <i>et al.</i> <i>Le bassin du Congo: ressources humaines et naturelles.</i> pp. 100-109","Plouvier, D.",1998,The situation of tropical moist forests and forest management in Central Africa and markets for African timber,Le bassin du Congo: ressources humaines et naturelles,,,,,,100-109
"<b>Willem, V.; Minne, A.</b> (1899-1900). Recherches sur l'excrétion chez quelques Annélides. <i>Mémoires Couronnés et Mémoires des Savants Etrangers, publiés par l'Académie Royale des Sciences, des Lettres, et des Beaux-Arts de Belgique 58</i>: 73, 4 pl., 4 fig.","Willem, V.; Minne, A.",1899,Recherches sur l'excrétion chez quelques Annélides,,"Mémoires Couronnés et Mémoires des Savants Etrangers, publiés par l'Académie Royale des Sciences, des Lettres, et des Beaux-Arts de Belgique",,,58,,"73, 4 pl., 4 fig."
"<b>King, T.L.; Verspoor, E.; Spidle, A.P.; Gross, R.; Phillips, R.B.; Koljonen, M.-L.; Sanchez, J.A.; Morrison, C.L.</b> (2007). Biodiversity and population structure, <b><i>in</i></b>: Verspoor, E. <i>et al.</i> (Ed.) <i>The Atlantic salmon: genetics, conservation and management.</i> pp. 117-166","King, T.L.; Verspoor, E.; Spidle, A.P.; Gross, R.; Phillips, R.B.; Koljonen, M.-L.; Sanchez, J.A.; Morrison, C.L.",2007,Biodiversity and population structure,"The Atlantic salmon: genetics, conservation and management",,,,,,117-166
(1966). Officiële lijst der Belgische vissersvaartuigen 1966 (toestand op 31 december 1965). <i>Officiële lijst der Belgische vissersvaartuigen</i>. Bestuur van het Zeewezen en van de Binnenvaart: Brussel.  75 pp.,,1966,Officiële lijst der Belgische vissersvaartuigen 1966 (toestand op 31 december 1965),,Officiële lijst der Belgische vissersvaartuigen,Bestuur van het Zeewezen en van de Binnenvaart,Brussel,,,75
"<b>Liek, G.-J.</b> (2001). Monitoring van de effecten van de verruiming 48’/43’: beschrijving van de fysische toestand van de Westerschelde t/m 2000. Rapport 5. <i>Rapport RIKZ = Report RIKZ</i>, 2001.023. RIKZ: Middelburg.  44 pp.","Liek, G.-J.",2001,Monitoring van de effecten van de verruiming 48’/43’: beschrijving van de fysische toestand van de Westerschelde t/m 2000. Rapport 5,,Rapport RIKZ = Report RIKZ,RIKZ,Middelburg,2001.023,,44
"<b>Martin, J.B.</b> (2021). Harnessing local and transnational communities in the global protection of underwater cultural heritage. <i>Transnational Environmental Law 10(1)</i>: 85-108. <a href=""https://hdl.handle.net/10.1017/s2047102520000369"" target=""_blank"">https://hdl.handle.net/10.1017/s2047102520000369</a>","Martin, J.B.",2021,Harnessing local and transnational communities in the global protection of underwater cultural heritage,,Transnational Environmental Law,,,10,1,85-108
"<b>Gomez-Gil, B.; Thompson, F.L.; Thompson, C.C.; Swings, J.</b> (2003). <i>Vibrio pacinii</i> sp. nov., a new species isolated from cultured aquatic organisms, <b><i>in</i></b>: Thompson, F.L. <i>Improved taxonomy of the family Vibrionaceae.</i> pp. 173-181","Gomez-Gil, B.; Thompson, F.L.; Thompson, C.C.; Swings, J.",2003,"<i>Vibrio pacinii</i> sp. nov., a new species isolated from cultured aquatic organisms",Improved taxonomy of the family Vibrionaceae,,,,,,173-181
"<b>Recchia, C.; Saint-Laurent, C.; Hackman, A.</b> (1995). World Wildlife Fund's Endangered Spaces Campaign: focus on marine protected areas, <b><i>in</i></b>: Shackell, N.L. <i>et al.</i> (Ed.) <i>Marine Protected Areas and Sustainable Fisheries: Proceedings of the Symposium on Marine Protected Areas and Sustainable Fisheries conducted at the Second International Conference on Science and the Management of Protected Areas, held at Dalhousie University, Halifax, Nova Scotia, Canada, 16-20 May 1994.</i> pp. 220-226","Recchia, C.; Saint-Laurent, C.; Hackman, A.",1995,World Wildlife Fund's Endangered Spaces Campaign: focus on marine protected areas,"Marine Protected Areas and Sustainable Fisheries: Proceedings of the Symposium on Marine Protected Areas and Sustainable Fisheries conducted at the Second International Conference on Science and the Management of Protected Areas, held at Dalhousie University, Halifax, Nova Scotia, Canada, 16-20 May 1994",,,,,,220-226
Viral Immunology. Mary Ann Liebert: New Rochelle.  ISSN 0882-8245; e-ISSN 1557-8976,,0,Viral Immunology,,,Mary Ann Liebert,New Rochelle,,,
"<b>Verreet, G.</b> (1991). Het kind en het badwater: de kwaliteit van ons kustwater, <b><i>in</i></b>: Linet, C. (Ed.) <i>Geen zee van tijd meer voor een zee vol leven. Panda,</i> 41: pp. 36-38","Verreet, G.",1991,Het kind en het badwater: de kwaliteit van ons kustwater,Geen zee van tijd meer voor een zee vol leven,Panda,,,,,36-38
"(2021). Berichten aan zeevarenden 2021(1). <i>Berichten aan zeevarenden</i>, 2021(1). Agentschap Maritieme Dienstverlening en Kust. Vlaamse Hydrografie: Oostende. 1-227 pp.",,2021,Berichten aan zeevarenden 2021(1),,Berichten aan zeevarenden,Agentschap Maritieme Dienstverlening en Kust. Vlaamse Hydrografie,Oostende,2021,1,1-227
"<b>Pomey, P.</b> (2011). Defining a ship: architecture, function, and human space, <b><i>in</i></b>: Catsambis, A. <i>et al.</i> (Ed.) <i>The Oxford handbook of maritime archaeology.</i> pp. 25-46","Pomey, P.",2011,"Defining a ship: architecture, function, and human space",The Oxford handbook of maritime archaeology,,,,,,25-46
"<b>Hockey, P.A.R.; Bosman, A.L.</b> (1988). Stabilizing processes in bird-prey interactions on rocky shores, <b><i>in</i></b>: Chelazzi, G. <i>et al.</i> (Ed.) <i>Behavioral Adaptation to Intertidal Life: Proceedings of a NATO Advanced Research Workshop on Behavioral Adaptation to Intertidal Life, held May 19-24, 1987, in Castiglioncello, Italy. NATO ASI Series A: Life Sciences,</i> 151: pp. 297-315","Hockey, P.A.R.; Bosman, A.L.",1988,Stabilizing processes in bird-prey interactions on rocky shores,"Behavioral Adaptation to Intertidal Life: Proceedings of a NATO Advanced Research Workshop on Behavioral Adaptation to Intertidal Life, held May 19-24, 1987, in Castiglioncello, Italy",NATO ASI Series A: Life Sciences,,,,,297-315
