String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination,DOI
"Cormaci, M.; Furnari, G.; Serio, D. (1991). First record of the Australian species <i>Plocamium secundatum</i> (Gigartinales, Rhodophyta) from the Mediterranean sea. <em>Cryptogamie Algologie.</em> 12: 235-244.","Cormaci, M.; Furnari, G.; Serio, D.",1991,"First record of the Australian species <i>Plocamium secundatum</i> (Gigartinales, Rhodophyta) from the Mediterranean sea",,Cryptogamie Algologie,,,12,,235-244,
"Stock, J. H. (1997). Pycnogonida collected in recent years around New Caledonia and Vanuatu. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 18. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 176: 389-409.","Stock, J. H.",1997,Pycnogonida collected in recent years around New Caledonia and Vanuatu,Résultats des Campagnes MUSORSTOM 18,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,176,,389-409,
"Dautzenberg, Ph. (1893). Description d'un Perideris nouveau provenant du Dahomey. <em>J. conchyliol.</em> XLI: 33-34, plate I.","Dautzenberg, Ph.",1893,Description d'un Perideris nouveau provenant du Dahomey,,J. conchyliol.,,,XLI,,"33-34, plate I",
"Liu, J.Y. [Ruiyu] (ed.). (2008). Checklist of marine biota of China seas. <em>China Science Press.</em> 1267 pp.","Liu, J.Y. [Ruiyu] (ed.)",2008,Checklist of marine biota of China seas,,China Science Press,,,,,1267,
"Giffen, M.H. (1976). A further account of the marine littoral diatoms of the Saldanha Bay Lagoon, Cape Province, South Africa. <em>Botanica Marina.</em> 19(6): 379-394.","Giffen, M.H.",1976,"A further account of the marine littoral diatoms of the Saldanha Bay Lagoon, Cape Province, South Africa",,Botanica Marina,,,19,6,379-394,
"Goudswaard, K.; van Asch, M. (2015). Kuilen op de Westerschelde: data rapport 2015. <em>IMARES Wageningen Report, C145/15. IMARES Wageningen UR: Yerseke.</em> 14 pp.","Goudswaard, K.; van Asch, M.",2015,Kuilen op de Westerschelde: data rapport 2015,,"IMARES Wageningen Report, C145/15",IMARES Wageningen UR,Yerseke,C145/15,,14,
"Huys, R. (2001). Copepoda - Harpacticoida. <em>In: Costello, M.J. et al. (eds.) European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50:268-280.","Huys, R.",2001,Copepoda - Harpacticoida.,European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,,,50,,268-280,
"Perrone, A. S. (1995). Una specie di Nudibranchi del genere <i>Cuthona</i> Alder & Hancock, 1855, nuova per il Mediterraneo: <i>Cuthona perca</i> Marcus, 1958 (Opisthobranchia: Nudibranchia). <em>Bolletino Malacologico.</em> 31(1-4): 28-36.","Perrone, A. S.",1995,"Una specie di Nudibranchi del genere <i>Cuthona</i> Alder & Hancock, 1855, nuova per il Mediterraneo: <i>Cuthona perca</i> Marcus, 1958 (Opisthobranchia: Nudibranchia)",,Bolletino Malacologico,,,31,1-4,28-36,
"Hamerlynck, O.; Hostens, K.; Arellano, R.V.; Mees, J.; Vandamme, P.A. (1993). The mobile epibenthic fauna of soft bottoms in the Dutch Delta (south-west Netherlands): spatial structure. Pp 343-358 in: Meire, P.; Vincx, M. (Ed.): Marine and estuarine gradients: ECSA 21: Proceedings of the 21th Symposium of the Estuarine and Coastal Sciences Association held in Gent, 9-14 september 1991. <em>Neth. J. Aquat. Ecol.</em> 27(2-4). Netherlands Society of Aquatic Ecology: Bilthoven, The Netherlands.","Hamerlynck, O.; Hostens, K.; Arellano, R.V.; Mees, J.; Vandamme, P.A.",1993,"The mobile epibenthic fauna of soft bottoms in the Dutch Delta (south-west Netherlands): spatial structure. Pp 343-358 in: Meire, P.; Vincx, M. (Ed.): Marine and estuarine gradients: ECSA 21: Proceedings of the 21th Symposium of the Estuarine and Coastal Sciences Association held in Gent, 9-14 september 1991",,Neth. J. Aquat. Ecol.,Netherlands Society of Aquatic Ecology,"Bilthoven, The Netherlands",27,2-4,343-358,
"Huang, H.-L.; Liu, S.-F. (2002). One new species of free-living marine nematodes from southeastern beach of Xiamen Island. <em>J. Oceanogr. Taiwan Strait = Taiwan Haixia.</em> 21(2): 177-180.","Huang, H.-L.; Liu, S.-F.",2002,One new species of free-living marine nematodes from southeastern beach of Xiamen Island,,J. Oceanogr. Taiwan Strait = Taiwan Haixia,,,21,2,177-180,
"Bamber, R. N. (2000). Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species. <em>In: A. Crosnier (ed.). Résultats des campagnes MUSORSTOM, Vol. 21. Mémoires du Muséum national d'Histoire naturelle, Paris.</em> 184: 611-625.","Bamber, R. N.",2000,"Pycnogonida: Pycnogonids from French cruises to New Caledonia, Fiji, Tahiti and the Marquesas. New records and new species","Résultats des campagnes MUSORSTOM, Vol. 21","Mémoires du Muséum national d'Histoire naturelle, Paris",,,184,,611-625,
"Forniz, C.; Maggiore, F. (1985). New records of Sphaeromatidae from the Mediterranean Sea (Crustacea, Isopoda). <em>Oebalia.</em> 11: 779-783.","Forniz, C.; Maggiore, F.",1985,"New records of Sphaeromatidae from the Mediterranean Sea (Crustacea, Isopoda)",,Oebalia,,,11,,779-783,
"Bruce, A. J. (1990). Crustacea Decapoda: Deep-sea Palaemonoid shrimps from New Caledonian waters. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 6. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 145, 149-215.","Bruce, A. J.",1990,Crustacea Decapoda: Deep-sea Palaemonoid shrimps from New Caledonian waters,Résultats des Campagnes MUSORSTOM 6,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,145,,149-215,
"Gilson, G. (1906). Recherches sur les deux Pseudocuma de la Mer Flamande: P. longicornis Spence Bate et P. similis G.-O. Sars. <em>Mémoires de la Société Entomologique de Belgique.</em> XII: 77-96.","Gilson, G.",1906,Recherches sur les deux Pseudocuma de la Mer Flamande: P. longicornis Spence Bate et P. similis G.-O. Sars,,Mémoires de la Société Entomologique de Belgique,,,XII,,77-96,
"Stekhoven, J. H. S. (1935). Nematoda: Systematischer Teil, Nematoda errantia. <em>Tierwelt N. u. Ostsee.</em> 5b : 1-173.","Stekhoven, J. H. S.",1935,"Nematoda: Systematischer Teil, Nematoda errantia",,Tierwelt N. u. Ostsee,,,5b,,1-173,
"Mercier, L. (1923). Diptères de la Côte du Calvados. IVme liste. <em>Annales de la Société Entomologique de Belgique.</em> 63(1): 9-20.","Mercier, L.",1923,Diptères de la Côte du Calvados. IVme liste,,Annales de la Société Entomologique de Belgique,,,63,1,9-20,
"Domínguez-Granda, L.; Fockedey, N.; De Mey, M.; Beyst, B.; Cornejo, M. P.; Calderóon, J.; Vincx, M. (2004). Spatial patterns of the surf zone hyperbenthic fauna of Valdivia Bay (Ecuador). <em>Hydrobiologia.</em> 529(1):207-226.","Domínguez-Granda, L.; Fockedey, N.; De Mey, M.; Beyst, B.; Cornejo, M. P.; Calderóon, J.; Vincx, M.",2004,Spatial patterns of the surf zone hyperbenthic fauna of Valdivia Bay (Ecuador),,Hydrobiologia,,,529,1-3,207-226,
"Vincx, M.; Dewicke, A.; Mees, J.; Steyaert, M.; Van Gansbeeke, D. (1994). Benthos of the North Sea: able to recover or desperately lost?. <em>in: (1996). Dialogue between scientists and users of the sea: Proceedings of a Symposium held on the occasion of the 10th anniversary of the civil service oceanographic research vessel Belgica, Ostend, 17-19 October 1994.</em> pp. 33-41.","Vincx, M.; Dewicke, A.; Mees, J.; Steyaert, M.; Van Gansbeeke, D.",1994,Benthos of the North Sea: able to recover or desperately lost?,"Dialogue between scientists and users of the sea: Proceedings of a Symposium held on the occasion of the 10th anniversary of the civil service oceanographic research vessel Belgica, Ostend, 17-19 October 1994",,,,,,33-41,
"Beauchamp, P. de. (1927). Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues. <em>Bulletin de la Société zoologique de France.</em> 52: 386-392.","Beauchamp, P. de",1927,Rhabdocoeles des sables a diatomees d'Arcachon. II. Autres formes nouvelles ou peu connues.,,Bulletin de la Société zoologique de France.,,,52,,386-392,
"Ledoyer, M. (2000). Leptostracés (Crustacea) de Nouvelle-Calédonie (mer de Corail, Ouest Pacifique) = Leptostraca (Crustacea) from New Caledonia (Coral Sea, West Pacific). <em>Marine Life.</em> 10 (1-2): 57-68.","Ledoyer, M.",2000,"Leptostracés (Crustacea) de Nouvelle-Calédonie (mer de Corail, Ouest Pacifique) = Leptostraca (Crustacea) from New Caledonia (Coral Sea, West Pacific).",,Marine Life,,,10,1-2,57-68,
"Clark, A. H. (1907). New genera of recent free crinoids. <em>Smithsonian Miscellaneous Collection.</em> 50(29): 343-364.","Clark, A. H.",1907,New genera of recent free crinoids.,,Smithsonian Miscellaneous Collection,,,50,29,343-364,
"Cormaci, M.; Furnari, G.; Alongi, G.; Dinaro, R.; Pizzuto, F. (1992). On the Occurrence in Sicily of Three Florideophyceae New to the Mediterranean Sea. <i>Botanica Marina</i>. 35: 447-449.","Cormaci, M.; Furnari, G.; Alongi, G.; Dinaro, R.; Pizzuto, F.",1992,On the Occurrence in Sicily of Three Florideophyceae New to the Mediterranean Sea,,Botanica Marina,,,35,,447-449,10.1515/botm.1992.35.5.447
"Decraemer, W.; Coomans, A. (1978). Scientific Report on the Belgian Expedition to The Great Barrier Reef in 1967. Nematodes XII. Ecological Notes on the Nematode Fauna in and around Mangroves on Lizard Island. <em>Aust. J. Mar. Freshwater Res.</em> 29, 497-508.","Decraemer, W.; Coomans, A.",1978,Scientific Report on the Belgian Expedition to The Great Barrier Reef in 1967. Nematodes XII. Ecological Notes on the Nematode Fauna in and around Mangroves on Lizard Island,,Aust. J. Mar. Freshwater Res.,,,29,,497-508,10.1071/MF9780497
"Thomas, P.A. (1974). A new genus and species (<i>Quasimella indica</i>) of Demospongiae from Indian seas. <em>Journal of the Marine Biological Association of India.</em> 16 (1): 311-313.","Thomas, P.A.",1974,A new genus and species (<i>Quasimella indica</i>) of Demospongiae from Indian seas.,,Journal of the Marine Biological Association of India,,,16,1,311-313,
"Faasse, M.; Ates, R. (2003). De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>. <em>Het Zeepaard.</em> 63:57-60.","Faasse, M.; Ates, R.",2003,De Nederlandse polyclade platwormen (Platyhelminthes: Turbellaria: Polycladida) II De uit Amerika afkomstige <i>Euplana gracilis</i>,,Het Zeepaard,,,63,,57-60,
"Moens, T.; Luyten, C.; Middelburg, J.; Herman, P.; Vincx, M. (2002). Tracing organic matter sources of estuarine tidal flat nematodes with stable carbon isotopes. <em>Marine Ecology Progress Series.</em> 234: 127-137.","Moens, T.; Luyten, C.; Middelburg, J.; Herman, P.; Vincx, M.",2002,Tracing organic matter sources of estuarine tidal flat nematodes with stable carbon isotopes,,Marine Ecology Progress Series,,,234,,127-137,10.3354/meps234127
"Tanita, S. (1963). Report on the non-calcareous sponges in the museum of the Biological Institute of the Tôhoku University. Part II. <em>Science Reports of the Tôhoku Imperial University.</em> 4 (19): 121-129.","Tanita, S.",1963,Report on the non-calcareous sponges in the museum of the Biological Institute of the Tôhoku University. Part II.,,Science Reports of the Tôhoku Imperial University,,,4,19,121-129,
"Poutiers, J. M.; Bernard, F. R. (1995). Carnivorous bivalve molluscs (Anomalodesmata) from the tropical western Pacific Ocean, with a proposed classification and a catalogue of Recent species. <em>in: Bouchet, P. (Ed.) Résultats des Campagnes MUSORSTOM 14. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 167: 107-187.","Poutiers, J. M.; Bernard, F. R.",1995,"Carnivorous bivalve molluscs (Anomalodesmata) from the tropical western Pacific Ocean, with a proposed classification and a catalogue of Recent species",Résultats des Campagnes MUSORSTOM 14,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,167,,107-187,
"Richer de Forges, B.; Menou, J.-L. (1993). La campagne MUSORSTOM 7 dans la zone économique des îles Wallis et Futuna. Compte rendu et liste des stations. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 10. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 156: 9-25.","Richer de Forges, B.; Menou, J.-L.",1993,La campagne MUSORSTOM 7 dans la zone économique des îles Wallis et Futuna. Compte rendu et liste des stations,Résultats des Campagnes MUSORSTOM 10,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,156,,9-25,
"Forest, J. (1996). Henri Milne Edwards (23 October 1800-29 July 1885). <em>J. Crust. Biol.</em> 16(1): 208-213.","Forest, J.",1996,Henri Milne Edwards (23 October 1800-29 July 1885),,J. Crust. Biol.,,,16,1,208-213,
"Brandt, S. (2001). Apicomplexa (free-living species). <em>in: Costello, M.J. et al. (Ed.) (2001). European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification. Collection Patrimoines Naturels.</em> 50: pp. 40.","Brandt, S.",2001,Apicomplexa (free-living species),European register of marine species: a check-list of the marine species in Europe and a bibliography of guides to their identification,Collection Patrimoines Naturels,,,50,,40,
"Van Soest, R.W.M.; Díaz, M.C.; Pomponi, S.A. (1990). Phylogenetic classification of the halichondrids (Porifera, Demospongiae). <em>Beaufortia.</em> 40 (2): 15-62.","Van Soest, R.W.M.; Díaz, M.C.; Pomponi, S.A.",1990,"Phylogenetic classification of the halichondrids (Porifera, Demospongiae).",,Beaufortia,,,40,2,15-62,
"Lee, W. & R. Huys. (2002). A new genus of groundwater Ameiridae (Copepoda, Harpacticoida) from boreholes in Western Australia and the artificial status of Stygonitocrella Petkovski, 1976. Bulletin of the Natural History Museum Zoology Series 68(1): 39-50.","Lee, W. & R. Huys",2002,"A new genus of groundwater Ameiridae (Copepoda, Harpacticoida) from boreholes in Western Australia and the artificial status of Stygonitocrella Petkovski, 1976.",,Bulletin of the Natural History Museum Zoology Series,,,68,1,39-50,
"Vanosmael, C. (1977). Studie van het macrobenthos ter hoogte van de monding van de Westerschelde en de Belgische kust. <em>MSc Thesis. Rijksuniversiteit Gent, Faculteit der Wetenschappen: Gent.</em> 70 pp.","Vanosmael, C.",1977,Studie van het macrobenthos ter hoogte van de monding van de Westerschelde en de Belgische kust,,"MSc Thesis. Rijksuniversiteit Gent, Faculteit der Wetenschappen: Gent",,,,,70,
"Zdzitowiecki, K. (1998). Diversity of Digenea, parasites of fishes in various areas of the Antarctic. <em>In: di Prisco, G. et al. Fishes of Antarctica: a biological overview.</em> pp. 87-94.","Zdzitowiecki, K.",1998,"Diversity of Digenea, parasites of fishes in various areas of the Antarctic",Fishes of Antarctica: a biological overview,,,,,,87-94,
"Barash, A.; Danin, Z. (1982). Mediterranean Mollusca of Israel and Sinai. Composition and distribution. <em>Israel Journal of Zoology.</em> 31: 86-118.","Barash, A.; Danin, Z.",1982,Mediterranean Mollusca of Israel and Sinai. Composition and distribution,,Israel Journal of Zoology,,,31,,86-118,10.1080/00212210.1982.10688524
"Markham, J. C. (1999). Crustacea Isopoda: Bopyridae in the MUSORSTOM collections from the tropical Indo-Pacific II.  Species in the subfamily Pseudioninae infesting non-anomuran hosts. <em>In: A. Crosnier (ed.).  Résultats des Campagnes MUSORSTOM Volume 20. Mémoires du Muséum National d'Histoire Naturelle.</em> (A) 180: 253-265.","Markham, J. C.",1999,Crustacea Isopoda: Bopyridae in the MUSORSTOM collections from the tropical Indo-Pacific II.  Species in the subfamily Pseudioninae infesting non-anomuran hosts,Résultats des Campagnes MUSORSTOM Volume 20,Mémoires du Muséum National d'Histoire Naturelle,,,180,,253-265,
"Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J. (2005). Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean. <em>Marine Biology.</em> 148, 293-305.","Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J.",2005,Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean,,Marine Biology,,,148,,293-305,
"Maris, T.; Beauchard, O.; Van Damme, S.; Van den Bergh, E.; Wijnhoven, S.; Meire, P. (2013). Referentiematrices en Ecotoopoppervlaktes Annex bij de Evaluatiemethodiek Schelde-estuarium Studie naar “Ecotoopoppervlaktes en intactness index”. <em>Monitor Taskforce Publication Series, 2013-01. NIOZ: Yerseke.</em> 35 pp.","Maris, T.; Beauchard, O.; Van Damme, S.; Van den Bergh, E.; Wijnhoven, S.; Meire, P.",2013,Referentiematrices en Ecotoopoppervlaktes Annex bij de Evaluatiemethodiek Schelde-estuarium Studie naar “Ecotoopoppervlaktes en intactness index”,,Monitor Taskforce Publication Series,NIOZ,Yerseke,2013-01,,35,
"Van Ginderdeuren, K.; Vandendriessche, S.; Prossler, Y.; Matola, H.; Vincx, M.; Hostens, K. (2013). Selective feeding by pelagic fish in the Belgian part of the North Sea. <em>ICES Journal of Marine Science.</em> 71(4): 808-820.","Van Ginderdeuren, K.; Vandendriessche, S.; Prossler, Y.; Matola, H.; Vincx, M.; Hostens, K.",2013,Selective feeding by pelagic fish in the Belgian part of the North Sea,,ICES Journal of Marine Science,,,71,4,808-820,10.1093/icesjms/fst183
"Vincx, M.; Furstenberg, J. P. (1989). Namibnema papillata gen. et sp.n. and Axonolaimus deconincki sp.n. (Nematoda, Axonolaimoidea) from marine and estuarine beaches of southern Africa. <em>Zoologica Scripta.</em> 18(2): 231-237.","Vincx, M.; Furstenberg, J. P.",1989,"Namibnema papillata gen. et sp.n. and Axonolaimus deconincki sp.n. (Nematoda, Axonolaimoidea) from marine and estuarine beaches of southern Africa",,Zoologica Scripta,,,18,2,231-237,10.1111/j.1463-6409.1989.tb00448.x
"Sars, G.O. (1866). II. Beretning om en i Sommeren 1865 foretagen zoologisk Reise ved Kysterne af Christianias og Christiansands Stifter. <em>Nyt Magazin for Naturvidenskaberne.</em> 15: 84-128.","Sars, G.O",1866,II. Beretning om en i Sommeren 1865 foretagen zoologisk Reise ved Kysterne af Christianias og Christiansands Stifter,,Nyt Magazin for Naturvidenskaberne,,,15,,84-128,
"Richer de Forges, B.; Bouchet, P.; Dayrat, B.; Warén, A.; Philippe, J.-S. (2000). La campagne BORDAU 1 sur la ride de Lau (îles Fidji). Compte rendu et liste des stations. <em>in: Crosnier, A. (Ed.) Résultats des Campagnes MUSORSTOM 21. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 184: 25-38.","Richer de Forges, B.; Bouchet, P.; Dayrat, B.; Warén, A.; Philippe, J.-S.",2000,La campagne BORDAU 1 sur la ride de Lau (îles Fidji). Compte rendu et liste des stations,Résultats des Campagnes MUSORSTOM 21,"Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,184,,25-38,
"Cooke, M.C.; Quélet, L. (1878). Clavis synoptica mymenomycetum Europaeorum. <em>London.</em> 240pp.","Cooke, M.C.; Quélet, L.",1878,Clavis synoptica mymenomycetum Europaeorum,,London.,,,,,240,
"Canu, F.; Bassler, R. S. (1927). Bryozoaires des iles Hawaï. <em>Bulletin de la Société des Sciences de Seine-et-Oise.</em> 8: 1-67.","Canu, F.; Bassler, R. S.",1927,Bryozoaires des iles Hawaï,,Bulletin de la Société des Sciences de Seine-et-Oise,,,8,,1-67,
"Guinot, D.; Richer de Forges, B. (1985). Crustacés Décapodes: Majidae (genres Platymaia, Cyrtomaia, Pleistacantha, Sphenocarcinus et Naxioides). <em>in: Forest, J. (Ed.) Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2. Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie.</em> 133: 83-178.","Guinot, D.; Richer de Forges, B.",1985,"Crustacés Décapodes: Majidae (genres Platymaia, Cyrtomaia, Pleistacantha, Sphenocarcinus et Naxioides)","Résultats des Campagnes MUSORSTOM I et II Philippines (1976, 1980). Tome 2","Mémoires du Muséum national d'Histoire naturelle. Série A, Zoologie",,,133,,83-178,
"Sterrer, W. (1966). Gnathostomula paradoxa und Vertreter von Pterognathia (ein neues Gnathostomuliden-Genus) von der schwedischen Westküste. <em>Arkiv för Zoologi.</em> Serie 2, 18(16): 405-413.","Sterrer, W.",1966,Gnathostomula paradoxa und Vertreter von Pterognathia (ein neues Gnathostomuliden-Genus) von der schwedischen Westküste,,Arkiv för Zoologi,,,18,16,405-413,
"Pichot, Y.; Comps, M.; Tige, G.; Grizel, H.; Rabouin, M.-A. (1980). Recherches sur Bonamia ostreae gen. n., sp. n., parasite nouveau de l'huître plate Ostrea edulis L. <em>Rev. Trav. Inst. Pech. Marit.</em> 43(1): 131-140.","Pichot, Y.; Comps, M.; Tige, G.; Grizel, H.; Rabouin, M.-A",1980,"Recherches sur Bonamia ostreae gen. n., sp. n., parasite nouveau de l'huître plate Ostrea edulis L.",,Rev. Trav. Inst. Pech. Marit.,,,43,1,131-140,
"Huys, R., S. Ohtsuka & G.A. Boxshall. (1994). A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods. Publications of the Seto Marine Biological Laboratory 36(4):197-209, fig.1-4, tab.1.","Huys, R., S. Ohtsuka & G.A. Boxshall",1994,"A new tantulocaridan (Crustacea: Maxillopoda) parasitic on calanoid, harpacticoid and cyclopoid copepods.",,Publications of the Seto Marine Biological Laboratory,,,36,4,"197-209, fig.1-4, tab.1.",
"Ax, P. (1956). Monographie der otoplanidae (Turbellaria) Morphologie und systematik. <em>Abhandlungen der mathematisch-naturwissenschaftlichen.</em> 13: 3-298.","Ax, P.",1956,Monographie der otoplanidae (Turbellaria) Morphologie und systematik,,Abhandlungen der mathematisch-naturwissenschaftlichen,,,13,,3-298,
