String,Authors,Year,Title,Book,Series,Publisher,City,Volume,Issue,Pagination
"(2004). Caring for the sea: accomplishments, activities and future of the United Nations GESAMP. <i>IOC Information Documents</i>, 1197. UNESCO: Paris.  14 pp.",,2004,"Caring for the sea: accomplishments, activities and future of the United Nations GESAMP",,IOC Information Documents,UNESCO,Paris,1197,,14
"<b>Sánchez, R.P.; Bezzi, S. (Ed.)</b> (2004). Los peces marinos de interés pesquero. Caracterización biológica y evaluación del estado de explotación. <i>El Mar Argentino y sus recursos pesqueros</i>, 4. INIDEP: Mar del Plata. ISBN 987-20245-7-X. 357 pp.","Sánchez, R.P.; Bezzi, S. (Ed.)",2004,Los peces marinos de interés pesquero. Caracterización biológica y evaluación del estado de explotación,,El Mar Argentino y sus recursos pesqueros,INIDEP,Mar del Plata,4,,357
(2004). Naar een duurzame Belgische visserijsector: analyserapport bij het strategisch plan voor de Stichting voor Duurzame Visserijontwikkelling: eindrapport. Policy Research Corporation: Antwerpen.  44 pp.,,2004,Naar een duurzame Belgische visserijsector: analyserapport bij het strategisch plan voor de Stichting voor Duurzame Visserijontwikkelling: eindrapport,,,Policy Research Corporation,Antwerpen,,,44
<b>Eco Consult Milieucommunicatie (Ed.)</b> (2004). Maatschappelijke kosten batenanalyse voor de actualisatie van het Sigmaplan: conclusies op hoofdlijnen. Ministerie van de Vlaamse Gemeenschap. Afdeling Zeeschelde: Antwerpen.  120 pp.,Eco Consult Milieucommunicatie (Ed.),2004,Maatschappelijke kosten batenanalyse voor de actualisatie van het Sigmaplan: conclusies op hoofdlijnen,,,Ministerie van de Vlaamse Gemeenschap. Afdeling Zeeschelde,Antwerpen,,,120
"<b>Fraschetti, S.; Rossi, F.; Guarnieri, G.; Terlizzi, A.; Boero, F.; Herman, P.M.J.</b> (2004). Biodiversity-substratum interactions on hard substrata. <i>MarBEF Newsletter 1</i>: 26","Fraschetti, S.; Rossi, F.; Guarnieri, G.; Terlizzi, A.; Boero, F.; Herman, P.M.J.",2004,Biodiversity-substratum interactions on hard substrata,,MarBEF Newsletter,,,1,,26
"<b>Van de Woestyne, T.</b> (2004). Biologische kennis als alternatief voor chemische bestrijding van de brakwatermossel: Gametogenesis-opvolging van de brakwatermossel. MSc Thesis. Universiteit Gent. Faculteit Wetenschappen: Gent.","Van de Woestyne, T.",2004,Biologische kennis als alternatief voor chemische bestrijding van de brakwatermossel: Gametogenesis-opvolging van de brakwatermossel,,,Universiteit Gent. Faculteit Wetenschappen,Gent,,,
"<b>Gonsaeles, G.</b> (2004). Het CCR-verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart, <b><i>in</i></b>: Van Hooydonk, E. (Ed.) <i>Zeeverontreiniging: preventie, bestrijding en aansprakelijkheid. Antwerpse Zeerechtdagen,</i> : pp. 251-267","Gonsaeles, G.",2004,"Het CCR-verdrag inzake de verzameling, afgifte en inname van afval in de Rijn- en binnenvaart","Zeeverontreiniging: preventie, bestrijding en aansprakelijkheid",Antwerpse Zeerechtdagen,,,,,251-267
"<b>Smith, H.D.</b> (2004). The Belgian sea, <b><i>in</i></b>: <i>Report of the Workshop on Marine Spatial Planning, Gent, January 16-17, 2004.</i> pp. 28-29","Smith, H.D.",2004,The Belgian sea,"Report of the Workshop on Marine Spatial Planning, Gent, January 16-17, 2004",,,,,,28-29
"<b>Lubke, R.A.</b> (2004). Vegetation dynamics and succession in sand dunes of the eastern coasts of Africa, <b><i>in</i></b>: Martínez, M.L. <i>et al.</i> (Ed.) <i>Coastal dunes: ecology and conservation. Ecological Studies,</i> 171: pp. 67-84","Lubke, R.A.",2004,Vegetation dynamics and succession in sand dunes of the eastern coasts of Africa,Coastal dunes: Ecology and conservation,Ecological Studies,,,,,67-84
"<b>Holm, N.</b> (2004). Reduce marine litter: Save the North Sea project results. Alterra: The Netherlands.  17 pp.","Holm, N.",2004,Reduce marine litter: Save the North Sea project results,,,Alterra,The Netherlands,,,17
"<b>Barjadze, Sh.</b> (2004). Annotated List of Aphids (Hemiptera: Drepanosiphidae) in Georgia. <i>Proceedings of the Institute of Zoology 22</i>: 193-197","Barjadze, Sh.",2004,Annotated List of Aphids (Hemiptera: Drepanosiphidae) in Georgia,,Proceedings of the Institute of Zoology,,,22,,193-197
"<b>Plinius</b> (2004). Graanbouw, <b><i>in</i></b>: Plinius <i>De wereld <i>Naturalis historia</i>.</i> pp. 393-414",Plinius,2004,Graanbouw,De wereld <i>Naturalis historia</i>,,,,,,393-414
"<b>Péqueux, A.; Sébert, P.</b> (2004). Le coût énergétique des échanges d'ions: l'exemple des crustacés euryhalins = The energetic cost of ionic exchange: The example of euryhaline crustaceans. <i>Océanis (Paris) 30(3)</i>: 311-329","Péqueux, A.; Sébert, P.",2004,Le coût énergétique des échanges d'ions: l'exemple des crustacés euryhalins = The energetic cost of ionic exchange: The example of euryhaline crustaceans,,Océanis (Paris),,,30,3,311-329
"<b>Bijlsma, A.C.</b> (2004). Study of density currents in the framework of the LTV for the Scheldt estuary: executive summary. Waterbouwkundig Laboratorium en Hydrologisch Onderzoek: Antwerp.  31 pp.","Bijlsma, A.C.",2004,Study of density currents in the framework of the LTV for the Scheldt estuary: executive summary,,,Waterbouwkundig Laboratorium en Hydrologisch Onderzoek,Antwerp,,,31
"<b>MacKenzie, B.R.</b> (2004). MARBEF investigates biodiversity of fish. <i>MarBEF Newsletter 1</i>: 12","MacKenzie, B.R.",2004,MARBEF investigates biodiversity of fish,,MarBEF Newsletter,,,1,,12
"Schultz, H. (2005). Sea Urchins: a guide to worldwide shallow water species. <em>Heinke & Peter Schultz Partner, Hemdingen.</em> 484 pp.","Schultz, H.",2005,Sea Urchins: a guide to worldwide shallow water species,,"Heinke & Peter Schultz Partner, Hemdingen",,,,,484
"Neira, C.; Decraemer, W.; Backeljau, T. (2005). A new species of Glochinema (Epsilonematidae: Nematoda) from the oxygen minimum zone of Baja California, NE pacific and phylogenetic relationships at species level within the family. <em>Cah. Biol. Mar.</em> 46: 105-126.","Neira, C.; Decraemer, W.; Backeljau, T.",2005,"A new species of Glochinema (Epsilonematidae: Nematoda) from the oxygen minimum zone of Baja California, NE pacific and phylogenetic relationships at species level within the family",,Cah. Biol. Mar.,,,46,,105-126
"Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J. (2005). Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean. <em>Marine Biology.</em> 148, 293-305.","Terlizzi, A.; Scuderi, D.; Fraschetti, S.; Anderson, M. J.",2005,Quantifying effects of pollution on biodiversity: a case study of highly diverse molluscan assemblages in the Mediterranean,,Marine Biology,,,148,,293-305
"Massin, C.; Appeltans, W.; Van Hoey, G.; Vincx, M.; Degraer, S. (2005). Leptosynapta minuta (Becher, 1906) (Echinodermata, Holothuroidea), a new record for Belgian marine waters. <em>Belg. J. Zool.</em> 135(1): 83-86.","Massin, C.; Appeltans, W.; Van Hoey, G.; Vincx, M.; Degraer, S.",2005,"Leptosynapta minuta (Becher, 1906) (Echinodermata, Holothuroidea), a new record for Belgian marine waters",,Belg. J. Zool.,,,135,1,83-86
"Lelong, P. (2005). Capture d'un macabit, <i>Epinephelus merra</i> Bloch, 1793 (Poisson, Serranidae), en Mediterranee nord-occidentale. <em>Marine Life.</em> 15-1.","Lelong, P.",2005,"Capture d'un macabit, <i>Epinephelus merra</i> Bloch, 1793 (Poisson, Serranidae), en Mediterranee nord-occidentale",,Marine Life,,,15,1,
"Gavrilova, N. A. (2005). New for the Black Sea Tintinnids species. <em>Ekologiya moria.</em> 69: 5-11 (in Russian).","Gavrilova, N. A.",2005,New for the Black Sea Tintinnids species,,Ekologiya moria,,,69,,5-11
"Houart, R. (2005). Description of a new species of <i>Favartia</i> (Gastropoda: Muricidae: Muricopsinae) from Brazil. <em>Novapex.</em> 6 (1-2): 41-44.","Houart, R.",2005,Description of a new species of <i>Favartia</i> (Gastropoda: Muricidae: Muricopsinae) from Brazil,,Novapex,,,6,1-2,41-44
"Lehnert, H.; Stone, R.; Heimler, W. (2005). Two new species of <i>Plakina</i> Schulze, 1880 (Porifera, Plakinidae) from the Aleutian Islands (Alaska, USA). <em>Zootaxa.</em> 1068: 27-3.","Lehnert, H.; Stone, R.; Heimler, W.",2005,"Two new species of <i>Plakina</i> Schulze, 1880 (Porifera, Plakinidae) from the Aleutian Islands (Alaska, USA)",,Zootaxa,,,1068,,27-3
"Streftaris, N.; Zenetos, A.; Papathanassiou, E. (2005). Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas. <em>Oceanogry and Marine Biology: an Annual Review.</em> 43: 419-453.","Streftaris, N.; Zenetos, A.; Papathanassiou, E.",2005,Globalisation in marine ecosystems: the story of non-indigenous marine species across European seas,,Oceanogry and Marine Biology: an Annual Review,,,43,,419-453
"Esteves, E.L.; Muricy, G. (2005). A new species of <i>Stelletta</i> (Demospongiae, Astrophorida) without microscleres from Abrolhos Archipelago, Northeastern Brazil. <em>Zootaxa.</em> 1006: 43-52.","Esteves, E.L.; Muricy, G.",2005,"A new species of <i>Stelletta</i> (Demospongiae, Astrophorida) without microscleres from Abrolhos Archipelago, Northeastern Brazil",,Zootaxa,,,1006,,43-52
"Jaume, D.; Bréhier, F. (2005). A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast. <em>Zoological Journal of the Linnean Society.</em> 144: 387-414.","Jaume, D.; Bréhier, F.",2005,A new species of Typhlatya (Crustacea: Decapoda: Atyidae) from anchialine caves on the French Mediterranean coast,,Zoological Journal of the Linnean Society,,,144,,387-414
"Galil, B.S. (2005). Contribution to the knowledge of Leucosiida III. Urnalana gen. nov. (Crustacea: Brachyura). <em>Zoologische Mededelingen.</em> 79(2): 9-40.","Galil, B.S.",2005,Contribution to the knowledge of Leucosiida III. Urnalana gen. nov. (Crustacea: Brachyura),,Zoologische Mededelingen,,,79,2,9-40
"Galil, B. S. (2005). Contribution to the knowledge of Leucosiida IV. Seucolia gen. nov. (Crustacea: Brachyura). <em>Zoologische Mededelingen.</em> 79(2): 41-59.","Galil, B. S.",2005,Contribution to the knowledge of Leucosiida IV. Seucolia gen. nov. (Crustacea: Brachyura),,Zoologische Mededelingen,,,79,2,41-59
"Musco, Luigi; Giangrande, Adriana. (2005). A new sponge-associated species, <i>Syllis mayeri</i> n. sp. (Polychaeta: Syllidae), with a discussion on the status of <i>S. armillaris</i> (Müller, 1776). <i>Scientia Marina</i>. 69(4): 467-474.","Musco, Luigi; Giangrande, Adriana",2005,"A new sponge-associated species, <i>Syllis mayeri</i> n. sp. (Polychaeta: Syllidae), with a discussion on the status of <i>S. armillaris</i> (Müller, 1776)",,Scientia Marina,,,69,4,467-474
"Scott, F.J.; Marchant, H.J. (Ed.). (2005). Antarctic marine protists. <em>Australian Biological Resources Study: Canberra.</em> ISBN 0-642-56835-9. 563 pp.","Scott, F.J.; Marchant, H.J. (Ed.)",2005,Antarctic marine protists,,Australian Biological Resources Study,,,,,563
"Calles, A.; Vincx, M.; Cornejo, P.; Calderón, J. (2005). Patterns of meiofauna (especially nematodes) in physical disturbed Ecuadorian sandy beaches. <em>Meiofauna Marina.</em> 14:121-129.","Calles, A.; Vincx, M.; Cornejo, P.; Calderón, J.",2005,Patterns of meiofauna (especially nematodes) in physical disturbed Ecuadorian sandy beaches,,Meiofauna Marina,,,14,,121-129
"Cruz-Barraza, J.A.; Carballo, J.L. (2005). First record of <i>Plakortis</i> Schulze (Porifera:  Homosclerophorida) from the Northeast Pacific coast, with the description of <i>Plakortis albicans</i> sp. nov. <em>Zootaxa.</em> 868: 1-12.","Cruz-Barraza, J.A.; Carballo, J.L.",2005,"First record of <i>Plakortis</i> Schulze (Porifera:  Homosclerophorida) from the Northeast Pacific coast, with the description of <i>Plakortis albicans</i> sp. nov.",,Zootaxa,,,868,,1-12
"Derycke, S.; Remerie, T.; Vierstraete, A.; Backeljau, T.; Vanfleteren, J.; Vincx, M.; Moens, T. (2005). Mitochondrial DNA variation and cryptic speciation within the free-living marine nematode Pellioditis marina. <em>Marine Ecology Progress Series.</em> 300: 91-103.","Derycke, S.; Remerie, T.; Vierstraete, A.; Backeljau, T.; Vanfleteren, J.; Vincx, M.; Moens, T.",2005,Mitochondrial DNA variation and cryptic speciation within the free-living marine nematode Pellioditis marina,,Marine Ecology Progress Series,,,300,,91-103
"Vandendriessche, S.; Messiaen, M.; Vincx, M.; Degraer, S. (2005). Juvenile Hippocampus guttulatus from a neuston tow at the French-Belgian border. <em>Belg. J. Zool.</em> 135(1): 101-102.","Vandendriessche, S.; Messiaen, M.; Vincx, M.; Degraer, S.",2005,Juvenile Hippocampus guttulatus from a neuston tow at the French-Belgian border,,Belg. J. Zool.,,,135,1,101-102
"Galil, B. S. (2005). <i>Dorippe quadridens</i> (Decapoda, Dorippidae) - first record of alien Dorippid in the Mediterranean Sea. <em>Crustaceana.</em> 78(4): 497-498.","Galil, B. S.",2005,"<i>Dorippe quadridens</i> (Decapoda, Dorippidae) - first record of alien Dorippid in the Mediterranean Sea",,Crustaceana,,,78,4,497-498
"De Blauwe, H. (2005). A new species of Caulibugula (Bryozoa: Cheilostomatida) from France. <em>Bull. Kon. Belg. Inst. Natuurwet. Biologie.</em> 75: 81-87.","De Blauwe, H.",2005,A new species of Caulibugula (Bryozoa: Cheilostomatida) from France,,Bull. Kon. Belg. Inst. Natuurwet. Biologie,,,75,,81-87
"Díaz, M.C. (2005). Common sponges from shallow marine habitats from Bocas del Toro region, Panama. <em>Caribbean Journal of Science.</em> 41(3): 465-475.","Díaz, M.C.",2005,"Common sponges from shallow marine habitats from Bocas del Toro region, Panama",,Caribbean Journal of Science,,,41,3,465-475
"Chimenz Gusso, C.; d'Hondt, J.L. (2005). Finding of <i>Pherusella brevituba</i> Soule, 1951 (Bryozoa Ctenostomatida, Pherusellidae) in the Mediterranean Sea. <em>Bollettino del Museo Civico di Storia Naturale di Verona.</em> 29: 85-88.","Chimenz Gusso, C.; d'Hondt, J.L.",2005,"Finding of <i>Pherusella brevituba</i> Soule, 1951 (Bryozoa Ctenostomatida, Pherusellidae) in the Mediterranean Sea",,Bollettino del Museo Civico di Storia Naturale di Verona,,,29,,85-88
"Bitar, G.; Dupuy de la Grandrive, R.; Foulquie, M.; Verlaque, M. (2005). <i>Neomeris annulata</i> Dickie (Dasycladales, Chlorophyceae): a potential new invader from the Red Sea to the Mediterranean Sea. <em>Cryptogamie. Algologie.</em> 26(3): 309-317.","Bitar, G.; Dupuy de la Grandrive, R.; Foulquie, M.; Verlaque, M.",2005,"<i>Neomeris annulata</i> Dickie (Dasycladales, Chlorophyceae): a potential new invader from the Red Sea to the Mediterranean Sea",,Cryptogamie. Algologie,,,26,3,309-317
