String,Authors,Year,Title,bookTitle,SeriesTitle,publishers,City,Volume,Issue,Pagination
"<b>Dobrowolski, A.B.</b> (1939). Sur le problème de la réalisation des publications cryologiques internationales (Monographie encyclopédique et revue). <i>News Letter (of the Association for the Study of Snow and Ice) 1 june 1939</i>","Dobrowolski, A.B.",1939,Sur le problème de la réalisation des publications cryologiques internationales (Monographie encyclopédique et revue),,News Letter (of the Association for the Study of Snow and Ice),,,1 June 1939,,
"<b>Lobez, B.; Vincent, J.-Y.; Béal, J.</b> (2007). Côte d'Opale: promenades écologiques et littéraires. <i>Conservation du littoral</i>. Actes Sud/Dexia Editions: France. ISBN 978-2-7427-6821-9. 129 pp.","Lobez, B.; Vincent, J.-Y.; Béal, J.",2007,Côte d'Opale: promenades écologiques et littéraires,,Conservation du littoral,"Actes Sud, Dexia Editions",France,,,129
"<b>De Decker, A.</b> (1962). Zur Oekologie und Verbreitung der Copepoden aus dem Meeresplankton Südafrikas. <i>Biol. Jb. Dodonaea 30</i>: 86-122","De Decker, A.",1962,Zur Oekologie und Verbreitung der Copepoden aus dem Meeresplankton Südafrikas,,Biologisch Jaarboek (Dodonaea),,,30,,86-122
"<b>Ali, N.; Pruessner, J.C.</b> (2012). The salivary alpha amylase over cortisol ratio as a marker to assess dysregulations of the stress systems. <i>Physiol. Behav. 106(1)</i>: 65-72. <a href=""https://hdl.handle.net/10.1016/j.physbeh.2011.10.003"" target=""_blank"">https://hdl.handle.net/10.1016/j.physbeh.2011.10.003</a>","Ali, N.; Pruessner, J.C.",2012,The salivary alpha amylase over cortisol ratio as a marker to assess dysregulations of the stress systems,,Physiology and Behavior,,,106,1,65-72
Advances in food research. ISSN 0065-2628,,,Advances in food research,,,,,,,
Bulletin of the Marine Biological Station of Asamushi. Asamushi Biological Station: Asamushi.  ISSN 0366-4481,,1946,Bulletin of the Marine Biological Station of Asamushi,,,Asamushi Biological Station,Asamushi,,,
"<b>Bennett-Mintz, J.; Francis, L.; Wickes, L.</b> (2016). Communicating about our changing ocean and inspiring action, <b><i>in</i></b>: Seys, J. <i>et al.</i> (Ed.) <i>CommOCEAN2016 - 2nd International Marine Science Communication Conference. 6-7 December 2016. Bruges, Belgium: Book of Abstracts. VLIZ Special Publication,</i> 78: pp. 39","Bennett-Mintz, J.; Francis, L.; Wickes, L.",2016,Communicating about our changing ocean and inspiring action,"CommOCEAN2016 - 2nd International Marine Science Communication Conference. 6-7 December 2016. Bruges, Belgium: Book of Abstracts",VLIZ Special Publication,,,,,39
"<b>Frioux, S.</b> (2012). De zoektocht naar zuiver water in Noord-Franse en Belgische steden tijdens de Belle Époque (1890 - 1914), <b><i>in</i></b>: Deligne, C. <i>et al.</i> <i>Steden en water. Jaarboek voor Ecologische Geschiedenis,</i> 2010: pp. 123-146","Frioux, S.",2012,De zoektocht naar zuiver water in Noord-Franse en Belgische steden tijdens de Belle Époque (1890 - 1914),Steden en water,Jaarboek voor Ecologische Geschiedenis,,,,,123-146
"<b>Dubois, M.</b> (1983). Albert Van Huffel 1877-1935. Snoeck-Ducaju & Zoon: Gent. 146 pp.","Dubois, M.",1983,Albert Van Huffel 1877-1935,,,Snoeck-Ducaju &amp; Zoon,Gent,,,146
"<b>Maarleveld, T.</b> (2003). Schepen als geschiedbron. Een onderzoeksprogramma in het kader van de monumentenzorg, <b><i>in</i></b>: Akveld, L. <i>et al.</i> (Ed.) <i>In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden.</i> pp. 481-493","Maarleveld, T.",2003,Schepen als geschiedbron. Een onderzoeksprogramma in het kader van de monumentenzorg,In het kielzog: Maritiem-historische studies aangeboden aan Jaap R. Bruijn bij zijn vertrek als hoogleraar zeegeschiedenis aan de Universiteit Leiden,,,,,,481-493
"<b>Stewart, W.D.P.; Pugh, G.J.F.</b> (1963). Blue-green algae of a developing salt marsh. <i>J. Mar. Biol. Ass. U.K. 43(2)</i>: 309-317. <a href=""https://hdl.handle.net/10.1017/s0025315400000333"" target=""_blank"">https://hdl.handle.net/10.1017/s0025315400000333</a>","Stewart, W.D.P.; Pugh, G.J.F.",1963,Blue-green algae of a developing salt marsh,,Journal of the Marine Biological Association of the United Kingdom,,,43,2,309-317
"<b>Schaller, H.A.; Petrosky, C.E.; Langness, O.L.</b> (2000). Reply to Zabel and Williams' comments on ""Contrasting patterns of productivity and survival rates for stream-type chinook salmon (Oncorhynchus tshawytscha) populations of the Snake and Columbia rivers"" by Schaller et al. (1999). <i>Can. J. Fish. Aquat. Sci. 57(8)</i>: 1742-1746","Schaller, H.A.; Petrosky, C.E.; Langness, O.L.",2000,"Reply to Zabel and Williams' comments on ""Contrasting patterns of productivity and survival rates for stream-type chinook salmon (Oncorhynchus tshawytscha) populations of the Snake and Columbia rivers"" by Schaller et al. (1999)",,Canadian Journal of Fisheries and Aquatic Sciences = Journal canadien des sciences halieutiques et aquatiques,,,57,8,1742-1746
"<b>Kleissen, F.M.</b> (2018). Eerstelijnsrapportage Westerschelde 2017. Meetgegevens van 1996 t/m 2017. Deltares: Delft.  xii, 251 pp.","Kleissen, F.M.",2018,Eerstelijnsrapportage Westerschelde 2017. Meetgegevens van 1996 t/m 2017,,,Deltares,Delft,,,"xii, 251"
"<b>Cadée, G.C.</b> (2007). Boekbespreking: Kees Camphuysen & Gerand Peet, tekeningen Frits Jan Maas, 2006. Walvissen en dolfijnen in de Noordzee. Fontaine Uitgevers, 's Gravenland en Stichting Noordzee, Utrecht, 160pp., ISBN 90-5956-1570. <i>Het Zeepaard 67(2)</i>: 61-64","Cadée, G.C.",2007,"Boekbespreking: Kees Camphuysen & Gerand Peet, tekeningen Frits Jan Maas, 2006. Walvissen en dolfijnen in de Noordzee. Fontaine Uitgevers, 's Gravenland en Stichting Noordzee, Utrecht, 160pp., ISBN 90-5956-1570",,Het Zeepaard,,,67,2,61-64
"<b>Hoffman, L.C.; Casey, N.H.; Prinsloo, J.F.</b> (1993). Carcass yield and fillet chemical composition of wild and farmed African sharptooth catfish, <i>Clarias gariepinus</i>, <b><i>in</i></b>: Barnabé, G. <i>et al.</i> <i>Production, environment and quality: Proceedings of the International Conference Bordeaux Aquaculture '92, Bordeaux, France, March 25-27, 1992. EAS Special Publication,</i> 18: pp. 421-432","Hoffman, L.C.; Casey, N.H.; Prinsloo, J.F.",1993,"Carcass yield and fillet chemical composition of wild and farmed African sharptooth catfish, <i>Clarias gariepinus</i>","Production, environment and quality: Proceedings of the International Conference Bordeaux Aquaculture '92, Bordeaux, France, March 25-27, 1992",EAS Special Publication,,,,,421-432
(2019). PIANC Yearbook 2018. PIANC: Brussels.,,2019,PIANC Yearbook 2018,,,PIANC,Brussels,,,
"<b>Favre, H.</b> (1936). Le problème des vagues. <i>Revue polytechnique suisse 108(1-2)</i>: 3-9","Favre, H.",1936,Le problème des vagues,,Schweizerische Bauzeitung = Revue polytechnique suisse: Wochenschrift für Architektur Ingenieurwesen und Maschinentechnik,,,108,1-2,3-9
"<b>Cassotto, R.K.; Burton, J.C.; Amundson, J.M.; Fahnestock, M.A.; Truffer, M.</b> (2021). Granular decoherence precedes ice mélange failure and glacier calving at Jakobshavn Isbræ. <i>Nature Geoscience 14(6)</i>: 417-422. <a href=""https://dx.doi.org/10.1038/s41561-021-00754-9"" target=""_blank"">https://dx.doi.org/10.1038/s41561-021-00754-9</a>","Cassotto, R.K.; Burton, J.C.; Amundson, J.M.; Fahnestock, M.A.; Truffer, M.",2021,Granular decoherence precedes ice mélange failure and glacier calving at Jakobshavn Isbræ,,Nature Geoscience,,,14,6,417-422
Rendiconti Lincei. Scienze Fisiche e Naturali. Springer: Berlin.  ISSN 1120-6349; e-ISSN 1720-0776,,1990,Rendiconti Lincei. Scienze Fisiche e Naturali,,,Springer,Berlin,,,
Mens en Vogel. Vogelbescherming Vlaanderen: Sint-Niklaas.  ISSN 0770-1314,,1976,Mens en Vogel,,,Vogelbescherming Vlaanderen,Sint-Niklaas,,,
"<b>Kwon, H.K.; Kim, G.; Hwang, J.; Lim, W.A.; Park, J.W.; Kim, T.-H.</b> (2018). Significant and conservative long-range transport of dissolved organic nutrients in the Changjiang diluted water. <i>NPG Scientific Reports 8(1)</i>: 7 pp. <a href=""https://hdl.handle.net/10.1038/s41598-018-31105-1"" target=""_blank"">https://hdl.handle.net/10.1038/s41598-018-31105-1</a>","Kwon, H.K.; Kim, G.; Hwang, J.; Lim, W.A.; Park, J.W.; Kim, T.-H.",2018,Significant and conservative long-range transport of dissolved organic nutrients in the Changjiang diluted water,,Scientific Reports (Nature Publishing Group),,,8,1,7 pp
"<b>Knockaert, C.; Tyberghein, L.; Goffin, A.; Vanhaecke, D.; Ong'anda, H.; Wakwabi, E.O.; Mees, J.</b> (2019). Biodiversity data rescue in the framework of a long-term Kenya-Belgium cooperation in marine sciences. <i>Scientific Data 6(85)</i>: 1-6. <a href=""https://hdl.handle.net/10.1038/s41597-019-0092-8"" target=""_blank"">https://hdl.handle.net/10.1038/s41597-019-0092-8</a>","Knockaert, C.; Tyberghein, L.; Goffin, A.; Vanhaecke, D.; Ong'anda, H.; Wakwabi, E.O.; Mees, J.",2019,Biodiversity data rescue in the framework of a long-term Kenya-Belgium cooperation in marine sciences,,Scientific Data,,,6,85,1-6
"<b>Rammeloo, J.</b> (1973). <i>Saccobolus truncatus</i> Vel. (Ascobolaceae, Ascomycetes) espèce nouvelle pour la flore du Maroc. <i>Biol. Jb. Dodonaea 41</i>: 197","Rammeloo, J.",1973,"<i>Saccobolus truncatus</i> Vel. (Ascobolaceae, Ascomycetes) espèce nouvelle pour la flore du Maroc",,Biologisch Jaarboek (Dodonaea),,,41,,197
"<b>Walling, S.A.; Hill, J.C.</b> (2014). Nautical mathematics. Facsimile (1943). Cambridge University Press: [s.l.]. ISBN 978-1107642522. 144 pp.","Walling, S.A.; Hill, J.C.",2014,Nautical mathematics,,,Cambridge University Press,,,,144
"<b>Clark, R.M.</b> (1905). Plankton investigations. <i>Report on Fishery and Hydrographical Investigations in the North Sea and Adjacent Waters</i>, 1902-1903. HMSO: London.  165-213 pp.","Clark, R.M.",1905,Plankton investigations,,Report on Fishery and Hydrographical Investigations in the North Sea and Adjacent Waters,HMSO,London,1902-1903,,165-213
"<b>Koop, J.H.</b> (2005). Reproduction of captive <i>Raja</i> spp. in the Dolfinarium Harderwijk. <i>J. Mar. Biol. Ass. U.K. 85(5)</i>: 1201-1202. <a href=""https://hdl.handle.net/10.1017/S0025315405012312"" target=""_blank"">https://hdl.handle.net/10.1017/S0025315405012312</a>","Koop, J.H.",2005,Reproduction of captive <i>Raja</i> spp. in the Dolfinarium Harderwijk,,Journal of the Marine Biological Association of the United Kingdom,,,85,5,1201-1202
(2007). Inland Navigation Europe. Annual report 2006. Inland Navigation Europe: Brussel.  18 pp.,,2007,Inland Navigation Europe. Annual report 2006,,,Inland Navigation Europe,Brussel,,,18
"<b>Brouwer, R.L.; Dijkstra, Y.M.; Schuttelaars, H.M.; Schramkowski, G.</b> (2016). Using an idealised process-based model to analyse sediment dynamics in the Scheldt estuary, <b><i>in</i></b>: Meire, P. (Ed.) <i>Book of abstracts: ECSA Local Meeting 2016. Estuarine Restoration: from theory to practice and back, University of Antwerp, Antwerp, Belgium, 5-9 July 2016. VLIZ Special Publication,</i> 77: pp. 27","Brouwer, R.L.; Dijkstra, Y.M.; Schuttelaars, H.M.; Schramkowski, G.",2016,Using an idealised process-based model to analyse sediment dynamics in the Scheldt estuary,"Book of abstracts: ECSA Local Meeting 2016. Estuarine Restoration: from theory to practice and back, University of Antwerp, Antwerp, Belgium, 5-9 July 2016",VLIZ Special Publication,,,,,27
"<b>Newman, M.C.; Roberts Jr., M.H.; Hale, R.C.; Newman, M.C.; Roberts, M.H.; Hale, R.C.</b> (2002). Coastal and estuarine risk assessment. <i>Environmental and Ecological Risk Assessment Series</i>. CRC Press: Boca Raton. ISBN 1-56670-556-8. 347 pp.","Newman, M.C.; Roberts Jr., M.H.; Hale, R.C.; Newman, M.C.; Roberts, M.H.; Hale, R.C.",2002,Coastal and estuarine risk assessment,,Environmental and Ecological Risk Assessment Series,CRC Press,Boca Raton,,,347
"<b>Sluys, R.; van Ginkel, W.</b> (1989). New records of <i>Fecampia abyssicola</i> (Platyhelminthes: Rhabdocoela: Fecampiidae). <i>Cah. Biol. Mar. 30(2)</i>: 235-241","Sluys, R.; van Ginkel, W.",1989,New records of <i>Fecampia abyssicola</i> (Platyhelminthes: Rhabdocoela: Fecampiidae),,Cahiers de Biologie Marine,,,30,2,235-241
"<b>Sars, G.O.</b> (1911). Copepoda Harpacticoida. Parts XXXIII & XXXIV. Supplement (continued), <b><i>in</i></b>: Sars, G.O. (1903-1911). <i>An account of the Crustacea of Norway, with short descriptions and figures of all the species: V. Copepoda Harpacticoida (text).</i> pp. 397-420, Suppl. plates 27-42","Sars, G.O.",1911,Copepoda Harpacticoida. Parts XXXIII & XXXIV. Supplement (continued),"An account of the Crustacea of Norway, with short descriptions and figures of all the species: V. Copepoda Harpacticoida (text)",,,,,,"397-420, Suppl. plates 27-42"
"<b>Chassard, C.</b> (1979). Chroniques: Aquatic pollutants: transformation and biological effects: Proceedings of the second international symposium on aquatic pollutants, Amsterdam, septembre 1977. <i>Cah. Biol. Mar. 20(2)</i>: 256-257","Chassard, C.",1979,"Chroniques: Aquatic pollutants: transformation and biological effects: Proceedings of the second international symposium on aquatic pollutants, Amsterdam, septembre 1977",,Cahiers de Biologie Marine,,,20,2,256-257
Studies in American Political Development. CAMBRIDGE UNIV PRESS: New York.  ISSN 0898-588X; e-ISSN 1469-8692,,0,Studies in American Political Development,,,CAMBRIDGE UNIV PRESS,New York,,,
"<b>Fettweis, M.; Houziaux, J.-S.; Du Four, I.; Van Lancker, V.; Baeteman, C.; Mathys, M.; Van den Eynde, D.; Francken, F.; Wartel, S.</b> (2009). Long-term influence of maritime access works on the distribution of cohesive sediments: analysis of historical and recent data from the Belgian nearshore area (Southern North Sea). <i>Geo-Mar. Lett. 29(5)</i>: 321-330. <a href=""http://dx.doi.org/10.1007/s00367-009-0161-7"" target=""_blank"">dx.doi.org/10.1007/s00367-009-0161-7</a>","Fettweis, M.; Houziaux, J.-S.; Du Four, I.; Van Lancker, V.; Baeteman, C.; Mathys, M.; Van den Eynde, D.; Francken, F.; Wartel, S.",2009,Long-term influence of maritime access works on the distribution of cohesive sediments: analysis of historical and recent data from the Belgian nearshore area (Southern North Sea),,Geo-Marine Letters,,,29,5,321-330
"<b>Kuijpers, A.; Troelstra, S.R.; Verbeek, J.W.; Wensink, H.; De Wolf, H.</b> (1984). Paleoceanic conditions in the Canary Basin, Eastern North Atlantic, since 1.4 M.A. BP: evidence from the deep-water sedimentary record, <b><i>in</i></b>: Kuijpers, A. <i>et al.</i> <i>Geological Studies in the Eastern North Atlantic. Mededelingen Rijks Geologische Dienst. Nieuwe Serie,</i> 38(2): pp. 215-230","Kuijpers, A.; Troelstra, S.R.; Verbeek, J.W.; Wensink, H.; De Wolf, H.",1984,"Paleoceanic conditions in the Canary Basin, Eastern North Atlantic, since 1.4 M.A. BP: evidence from the deep-water sedimentary record",Geological Studies in the Eastern North Atlantic,Mededelingen Rijks Geologische Dienst. Nieuwe Serie,,,,,215-230
"<b>Sacchi, C.F.</b> (1961). Chronique: Colloque international sur l'écologie des zones littorales de la Méditerranée. <i>Cah. Biol. Mar. 2(4)</i>: 453-454","Sacchi, C.F.",1961,Chronique: Colloque international sur l'écologie des zones littorales de la Méditerranée,,Cahiers de Biologie Marine,,,2,4,453-454
"<b>Fockedey, N.; Mees, J.; Buchholz, C.; Buchholz, F.; Feral, J.-P.; Gasol, P.; Heip, C.H.R.; Ianora, A.; Pinto, I.S.; Vincx, M.; Bellou, N.; Bennell, S.; Quigley, M.; Galil, B.; Grigorov, I.; Marboe, A.H.; Le Gall, L.; Noël, P.; Vyalova, O.; Lisovskaya, V.; Pérez Lloréns, J.L.; Porteiro, F.M.; McCurdy, W.; Nash, R.; Nikolic, V.; Rumohr, H.; Schiedek, D.; Skourtos, M.S.; ter Hofstede, R.; Spezzaferri, S.</b> (2009). Tasting the wealth of seafood biodiversity in Europe - a MARBEF outreach initiative, <b><i>in</i></b>: Mees, J. <i>et al.</i> (Ed.) <i>VLIZ Young Scientists' Day, Brugge, Belgium 6 March 2009: book of abstracts. VLIZ Special Publication,</i> 41: pp. 55","Fockedey, N.; Mees, J.; Buchholz, C.; Buchholz, F.; Feral, J.-P.; Gasol, P.; Heip, C.H.R.; Ianora, A.; Pinto, I.S.; Vincx, M.; Bellou, N.; Bennell, S.; Quigley, M.; Galil, B.; Grigorov, I.; Marboe, A.H.; Le Gall, L.; Noël, P.; Vyalova, O.; Lisovskaya, V.; Pérez Lloréns, J.L.; Porteiro, F.M.; McCurdy, W.; Nash, R.; Nikolic, V.; Rumohr, H.; Schiedek, D.; Skourtos, M.S.; ter Hofstede, R.; Spezzaferri, S.",2009,Tasting the wealth of seafood biodiversity in Europe - a MARBEF outreach initiative,"VLIZ Young Scientists' Day, Brugge, Belgium 6 March 2009: book of abstracts",VLIZ Special Publication,,,,,55
(1985). De Strandvlo 5(2). <i>De Strandvlo: Driemaandelijks Tijdschrift van De Strandwerkgroep België</i>. De Strandwerkgroep België: Oostende. 26-53 pp.,,1985,De Strandvlo 5(2),,De Strandvlo: Driemaandelijks Tijdschrift van De Strandwerkgroep België,De Strandwerkgroep België,Oostende,,,26-53
"<b>Stephan, Y.; Gervaise, C.; Liret, C.</b> (2010). Surveillance, étude et reconnaissance de l'environnement par acoustique discrète: le séminaire SERENADE. <i>Annales hydrographiques</i>, 7(776). Service hydrographique et océanographique de la marine: Paris.","Stephan, Y.; Gervaise, C.; Liret, C.",2010,"Surveillance, étude et reconnaissance de l'environnement par acoustique discrète: le séminaire SERENADE",,Annales hydrographiques,Service hydrographique et océanographique de la marine,Paris,7,776,
"<b>Coomans, A.; Mulk, M.M.</b> (1980). <i>Prismatolaimus andrassyanus</i> nomen novum for <i>P. andrassyi</i> apud Mulk & Coomans, 1979, nec <i>P. andrassyi</i> Khera & Chaturvedi, 1977. <i>Nematologica 26(2)</i>: 283. <a href=""http://hdl.handle.net/10.1163/187529280X00198"" target=""_blank"">hdl.handle.net/10.1163/187529280X00198</a>","Coomans, A.; Mulk, M.M.",1980,"<i>Prismatolaimus andrassyanus</i> nomen novum for <i>P. andrassyi</i> apud Mulk & Coomans, 1979, nec <i>P. andrassyi</i> Khera & Chaturvedi, 1977",,Nematologica,,,26,2,283
"<b>Vanden Eede, M.</b> (2016). Recurrent cutaneous decompression illness after PFO device implantation: a case report. <i>Undersea Hyperb. Med. 43(7)</i>: 841-845","Vanden Eede, M.",2016,Recurrent cutaneous decompression illness after PFO device implantation: a case report,,Undersea and Hyperbaric Medicine,,,43,7,841-845
